kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI LEMAN BENDANG UTARA	406	403	1		2		2	403		1	2	403				1	2
2	SUNGAI LEMAN BENDANG TENGAH	1403	1350	7	23	23	10	13	1358	2	7	36	1350	4	1		7	41
3	SUNGAI LEMAN BENDANG SELATAN	279	278	1		0			277	1	1		278				1	
4	SUNGAI LEMAN KAMPUNG DARAT	2572	2517	8	10	37	10	27	2525	2	8	37	2518	1			8	45
5	SUNGAI LEMAN KAMPUNG LAUT	804	745	1	48	10	4	6	748	1	1	54	745			1	1	57
6	SEKINCHAN SELATAN	1476	5	1467	2	2		2	4	1	1467	4	5				1467	4
7	SEKINCHAN TEMPATAN SELATAN	1533	586	868	63	16	4	12	586	4	868	75	586			1	868	78
8	SEKINCHAN TEMPATAN TENGAH	3035	774	2093	155	13	3	10	772	5	2093	165	775	1			2093	166
9	SEKINCHAN TEMPATAN (SITE B)	2579	3	2570	2	4	2	2	2	3	2570	4	3		1		2570	5
10	KIAN SIT	1534	718	693	110	13	1	12	718	1	693	122	718				693	123
11	SEKINCHAN	2480	511	1888	67	14	5	9	511	5	1888	76	511				1888	81
