kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN PERMAI	601	205	184	211	1		1	205		184	212	205				184	212
2	JALAN MOLEK	86	18	39	27	2		2	18		39	29	18				39	29
3	PSN MINDEN TIGA	11	3	8		0			3		8		3				8	
4	JALAN 1 MINDEN HEIGHTS	302	63	179	58	2		2	63		179	60	63				179	60
5	JALAN 2 MINDEN HEIGHTS	257	74	147	27	9		9	74		147	36	74				147	36
6	JALAN 8 MINDEN HEIGHTS	29	5	22	2	0			5		22	2	5				22	2
7	JALAN 9 MINDEN HEIGHTS	31	15	12	4	0			15		12	4	15				12	4
8	JALAN 10 MINDEN HEIGHTS	41	15	22	3	1		1	15		22	4	15				22	4
9	JALAN 12 MINDEN HEIGHTS	95	28	51	15	1		1	28		51	16	28				51	16
10	JALAN 7 MINDEN HEIGHTS	177	90	15	70	2	1	1	91		15	71	90				15	72
11	JALAN 13 MINDEN HEIGHTS	44	11	26	7	0			11		26	7	11				26	7
12	JALAN 6 MINDEN HEIGHTS	166	41	47	77	1		1	41		47	78	41				47	78
13	JALAN 4 MINDEN HEIGHTS	164	5	57	100	2		2	5		57	102	5				57	102
14	MINDEN HEIGHTS 17	4		4		0					4						4	
15	MINDEN HEIGHTS 18	3		2		1		1			2	1					2	1
16	MINDEN HEIGHTS 15	105	20	77	8	0			20		77	8	20				77	8
17	MINDEN HEIGHTS 14	56	18	29	7	2	1	1	18	1	29	8	18				29	9
18	MINDEN HEIGHTS 5	179	53	99	25	2		2	53		99	27	53				99	27
19	MINDEN HEIGHTS 16	52	6	41	4	1	1		6	1	41	4	6				41	5
20	MINDEN HEIGHTS 3	249	13	78	158	0			13		78	158	13				78	158
21	PESIARAN MINDEN SATU	357	24	309	22	2		2	24		309	24	24				309	24
22	PESIARAN MINDEN	96	6	72	15	3		3	6		72	18	6				72	18
23	MINDEN HEIGHTS	472	86	300	82	4		4	86		300	86	86				300	86
24	JALAN 11 MINDEN HEIGHTS	30	8	20	2	0			8		20	2	8				20	2
25	PESIARAN MINDEN DUA	36	2	34		0			2		34		2				34	
26	GERBANG MINDEN	27	2	20	5	0			2		20	5	2				20	5
801	PENGUNDI TIDAK HADIR	3	1	2		0			1		2		1				2	
