kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LADANG TUN DR. ISMAIL	219	128	62	25	4	2	2	129	1	62	27	128	1			62	28
2	KAMPONG CHOKRO	2677	2455	70	90	62	3	59	2458		70	149	2455	2			70	150
3	KAMPONG SAHARI	2614	2171	114	190	139	84	55	2145	110	114	245	2179	14	6		114	301
4	SENDA	829	220	197	409	3	1	2	219	2	197	411	220			1	197	411
5	BANDAR RENGGAM	3084	1025	1569	475	15	4	11	1024	5	1569	486	1025	1			1569	489
6	KEBUN BAHRU	759	154	332	272	1		1	154		332	273	154				332	273
7	SEMBRONG	161	52	18	91	0			52		18	91	52				18	91
8	CHEMARA	1428	695	159	549	25	2	23	694	3	159	572	695				159	574
9	LAYANG-LAYANG	1214	954	200	25	35	4	31	955	3	200	56	954				200	60
10	BANDAR LAYANG-LAYANG SELATAN	3104	490	2304	303	7	3	4	488	5	2304	307	490				2304	310
11	BANDAR LAYANG-LAYANG UTARA	2030	571	1251	193	15	3	12	571	3	1251	205	571				1251	208
12	RENGGAM	793	645	52	84	12		12	644	1	52	96	645				52	96
13	LADANG SOUTHERN MALAY	151	45	33	72	1		1	45		33	73	45				33	73
14	FELDA LAYANG-LAYANG	779	772	2	3	2		2	772		2	5	772				2	5
