kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SRI SEMANTAN	2940	2425	128	174	213	185	28	2397	213	128	202	2426	66	34	4	128	282
2	SANGGANG	1488	1474	4	1	9	2	7	1468	8	4	8	1475				4	9
3	SONGSANG	1820	1451	26	4	339	319	20	1482	288	26	24	1452				26	342
4	SANGGANG SEBERANG	991	988	1		2	1	1	987	2	1	1	988				1	2
5	KAMPUNG GAU	1283	1260	5	7	11	2	9	1260	2	5	16	1260				5	18
6	TELUK IRA	424	413	1	1	9	1	8	413	1	1	9	413				1	10
7	BANGAU	673	602			71	1	70	601	2		70	603					70
8	BANDAR TEMERLOH	1873	796	1018	36	23	13	10	778	31	1018	46	798	4	1	1	1018	51
9	KAMPUNG BATU	1451	1031	236	65	119	2	117	1026	7	236	182	1031	1			236	183
10	JALAN BAHAGIA	2833	1181	1518	113	21	3	18	1179	5	1518	131	1181				1518	134
11	SRI BAHAGIA	2208	1720	375	84	29	2	27	1716	6	375	111	1720				375	113
12	LUBUK PASU	1131	652	392	75	11		11	651	1	392	86	652				392	86
13	TANJUNG BATU	1545	1498	22	14	11	3	8	1494	7	22	22	1498				22	25
14	PAYA PULAI	4833	4735	6	9	83	4	79	4719	20	6	88	4736		2		6	89
15	LEBAK SEBERANG	451	403	1		47	44	3	409	38	1	3	403				1	47
