kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JAMBONGAN UTARA	368	56			312	288	24	325	19		24	56					312
2	GOLONG	512	13	2		497	495	2	100	408	2	2	13	1			2	496
3	PAITAN BARAT	592	20	3		569	558	11	334	244	3	11	20	7		1	3	561
4	TERUSAN SUGUT	523	56	1		465	451	14	474	33	1	14	56	11	2		1	452
5	ALUNGAI	223	12			211	211		27	196			12					211
6	LINGKABAU UTARA	48	4			44	44		6	42			4					44
7	LINGKABAU SELATAN	1163	37	2		1124	1123	1	439	721	2	1	37	4			2	1120
8	SUNGAI-SUNGAI	674	23	2		649	643	6	421	245	2	6	23	9			2	640
9	PAMOL	1695	388	47	6	1254	1118	136	1053	453	47	142	388	32			47	1228
10	BOTITIAN	818	40	3	1	774	744	30	357	427	3	31	40	7			3	768
11	MALALIN	230	5			225	203	22	189	19		22	5					225
12	BAWANG	930	11	5		914	911	3	105	817	5	3	12	12		1	5	900
13	TANJUNG NIPIS	390	20	1		369	363	6	348	35	1	6	20	2			1	367
14	LUBANG BUAYA	236	11	4		221	220	1	15	216	4	1	11	4			4	217
15	OBAH	341	13	2		326	322	4	213	122	2	4	13	6		1	2	319
16	PANTAI BORING	301	8			293	289	4	268	29		4	8					293
17	TAMPAT	462	27			435	433	2	317	143		2	27	9				426
18	DALAMAS	774	29	1		744	741	3	293	477	1	3	29	7			1	737
19	NAKADONG	155	8			147	147		16	139			8					147
20	ABUAN	560	8			552	551	1	57	502		1	8					552
21	BINSULUNG	708	41	1		666	656	10	143	554	1	10	41	7			1	659
