kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG LAUT	2699	2683	7	3	6	3	3	2681	5	7	6	2685				7	7
2	ATAS TOL	2675	2665	2	2	6	5	1	2662	8	2	3	2666	1		1	2	5
3	PAYA RESAK	2213	2202	8		3	1	2	2200	3	8	2	2202				8	3
4	KEDAI BULUH	2753	2741	7	2	3	3		2739	5	7	2	2742		1		7	3
5	SURAU HAJI DAUD	2876	2872	2		2	1	1	2868	5	2	1	2872	1			2	1
6	UNDANG	1827	1819	1	1	6	3	3	1821	1	1	4	1820				1	6
7	BUKIT PAYUNG	2311	2252		1	58	4	54	2248	8		55	2252			1		58
8	PEKAN BUKIT PAYUNG	2531	2484	31	8	8	3	5	2482	5	31	13	2485		1		31	14
9	MAK KEMAS	1474	1471			3	1	2	1467	5		2	1471	1				2
10	SURAU PANJANG	1302	1300	1		1	1		1300	1	1		1300	1			1	
