kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN RAYA SERDANG	109	33	70	6	0			32	1	70	6	33				70	6
2	JALAN SELAMA	99	66	6	26	1		1	66		6	27	66				6	27
3	KG EE GUAN	417	66	224	127	0			66		224	127	66				224	127
4	JALAN MERBAU	85	8	77		0			8		77		8				77	
5	BEREK POLIS	96	91		3	2	1	1	92			4	91	1				4
6	KG BATU 18	229	215	11	3	0			215		11	3	215				11	3
7	JALAN PANDANG	39	25	14		0			25		14		25				14	
8	JALAN CHENGAI	34	3	26	5	0			2	1	26	5	3				26	5
9	JALAN MARKET SERDANG	98	2	90	5	1	1		2	1	90	5	2				90	6
10	TAMAN MELOR SERDANG	150	99	36	15	0			99		36	15	99				36	15
702	IPD BANDAR BAHARU	219	193	3	14	9	9		194	8	3	14	193	4			3	19
