kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH AWEK SG BAWAN	70				70	70		4	66				70				
2	RH. EMPALING	199	2	4		193	193		5	190	4		2	191	1	1	4	
3	RH. MEGU	4				4	4		2	2				4				
4	RH NYAUN SG DUAN	125	1	2		122	122		3	120	2		1	121		1	2	
5	RH EMPALING SG BAWAN B'GIAN	35				35	35			35				35				
6	RH. KETIP	13				13	13		1	12				13				
7	RH. CHUYUN	61				61	61			61				61				
8	RH JAMUA SG BAWAN	57	1			56	56		1	56			1	56				
9	RH BLUN SG BEGEREK	50				50	50			50				50				
10	RH. ACHEH	69				69	69		2	67				69				
11	RH MAJANG SG DUAN	62	1			61	61		1	61			1	61				
12	RH SANDAI SG SEPIPIT	59				59	59			59				58	1			
13	RH LAMBOR SG BEGEREK	27				27	27			27				27				
14	RH UCHAU SG DUAN	21				21	21			21				21				
15	RH AJAK SG BAWAN	22				22	22		1	21				22				
16	RH PANGGAU SG BAWAN	28				28	28		1	27				28				
17	RH JABO SG DUAN	20				20	20		2	18				20				
18	RH JUAT BT 15 JLN SELANGAU/MUKAH	103	1	2		100	100		2	99	2		1	100			2	
19	OIL PALM SCHEME MUKAH 3	36	2			34	34		3	33			2	34				
20	RH JALI BT 15 JLN SELANGAU/MUKAH	63				63	63			63				63				
21	RH PUAK BT 15 JLN SELANGAU/MUKAH	30				30	30			30				30				
22	RH MEK SG DANAU	38	1			37	37			38			1	37				
23	RH MULOK BT 10 JLN SELANGAU/MUKAH	62				62	62		1	61				59	2	1		
24	RH DINGUN SG DUAN	51		2		49	49		3	46	2			49			2	
25	RH MADAK SG BAWAN	45	2			43	43		2	43			2	43				
26	RH ABAI SG BAWAN	10				10	10			10				10				
27	RH BETI SG BAWAN	32				32	32			32				32				
28	RH GARIT BT 15 JLN SELANGAU	87	2			85	85		1	86			2	85				
29	RUMAH TAWAN SUNGAI BAWAN BALINGIAN	5				5	5			5				4	1			
30	RUMAH KILAN BATU 15 JALAN SELANGAU/MUKAH	68	2			66	66		5	63			2	65	1			
31	RH UGAN ULU BALINGIAN	7				7	7			7				7				
