kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TANAM	1147	1092	20		35	35		166	961	20		1092	25	2	8	20	
2	DALAT	1008	520	440		48	48		218	350	440		520	35	2	11	440	
3	KUT	297	286	5		6	6		248	44	5		286	5	1		5	
4	BALAN	488	482			6	6		400	88			482	6				
5	UD	1678	1595	59		24	24		441	1178	59		1595	15	2	7	59	
6	BARU DALAT	423	340	74		9	9		57	292	74		340	8	1		74	
7	SUNGAI DALAM	318	306	3		9	9		296	19	3		306	2		7	3	
8	KLID	222	187	30		5	5		20	172	30		187	5			30	
9	KEKAN	653	573	68		12	12		75	510	68		573	8	1	3	68	
10	MEDONG	1630	1538	69		23	23		668	893	69		1538	20	3		69	
11	KUT MUARA	801	731	50		20	20		238	513	50		731	19		1	50	
12	NARUB	130	73	49		8	8		9	72	49		73	8			49	
13	OYA	1655	1503	126		26	25	1	1488	40	126	1	1503	25			126	1
14	TERUS	597	574	11		12	12		579	7	11		574	12			11	
15	TEH OYA	352	342	5		5	5		335	12	5		342	5			5	
16	SENAU	616	605			11	11		613	3			605	10		1		
