kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG MASJID NIAH	114	96	14		4	4		97	3	14		96	4			14	
2	KUALA NIAH	80	77			3	3		79	1			77	2		1		
3	KG TARIKAN	12	12			0			12				12					
4	PASAR SEPUPOK	208	17	160		31	31		16	32	160		17	28		3	160	
5	KG SEPUPOK NIAH	320	277	27		16	13	3	282	8	27	3	277	13			27	3
6	KG DAGANG NIAH	128	109	11		8	8		113	4	11		109	7		1	11	
7	KG LAJONG NIAH	159	147	1		11	11		154	4	1		147	9	1	1	1	
8	RH KUMBANG SEPUPOK	86				86	86		1	85				86				
9	RH BALOK	31				31	31		1	30				31				
10	RH NGIDANG SEPUPOK	166	2	2		162	161	1	3	160	2	1	2	155	4	2	2	1
11	RH JELANGGAI	50		1		49	49		1	48	1			47		2	1	
12	GOVT. RESIDENTIAL AREA NIAH	11	4			7	6	1	4	6		1	4	6				1
13	RH UNYA	24				24	24		1	23				24				
14	RH LINSAN NIAH	7				7	7			7				7				
15	KPG BUKIT BOM NIAH	146	124	3		19	16	3	132	8	3	3	124	13		3	3	3
16	RH SELAN SEPUPOK	134	3			131	131		5	129			3	126	1	4		
17	RH MELINA SEPUPOK	75				75	75			75				73		2		
18	RH MICHAEL BALO SKIM RANCANGAN SEPUPOK	106	2	1		103	103		3	102	1		2	95	4	4	1	
19	RH SALLEH SEPUPOK	75	4			71	71		6	69			4	69	1	1		
20	RH NGAYUM SG SEKERAT	85	2			83	83		1	84			2	82		1		
21	RH MANDAU SG SKRAT 2	47	1			46	46		1	46			1	45	1			
