kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MINYAK BEKU	2838	1093	1717	2	26	5	21	1096	2	1717	23	1093				1717	28
2	PETANI KECHIK	1553	627	891	10	25	2	23	626	3	891	33	628				891	34
3	BANANG	3467	1936	1398	99	34	12	22	1937	11	1398	121	1936	5	1		1398	127
4	SUNGAI AYAM	1448	691	745	4	8		8	690	1	745	12	691				745	12
5	SUNGAI SULOH	2114	1119	958	19	18	1	17	1117	3	958	36	1119				958	37
6	KORIS	1931	1114	792	11	14	1	13	1113	2	792	24	1115				792	24
7	PARIT TARIMAN	1172	1059	110		3	2	1	1058	3	110	1	1059		1		110	2
8	PARIT KADIR	1875	1758	107	1	8	1	7	1757	2	107	8	1758	1			107	8
9	PARIT KEMANG	2034	1810	200	2	22	3	19	1812	1	200	21	1811	1			200	22
10	SUNGAI LURUS	1316	1012	262	1	41	2	39	1010	4	262	40	1013				262	41
11	BANDAR SENGGARANG BARAT	887	252	611	2	22	5	17	256	1	611	19	253	1			611	22
12	BANDAR SENGGARANG TIMOR	896	378	494	2	22	3	19	377	4	494	21	378				494	24
13	SENGGARANG	710	601	87		22	1	21	602		87	21	602				87	21
14	KAMPONG BAHRU	3062	2532	470	12	48	11	37	2540	3	470	49	2532	1	1	1	470	57
15	TAMAN SENGGARANG	2284	1581	684	2	17	1	16	1580	2	684	18	1581				684	19
