kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	COCKMAN STREET	8		8		0					8						8	
2	JALAN MUSTAFFA AL-BAKRI	26	2	24		0			2		24		2				24	
3	JALAN RAJA MUSA AZIZ	48	3	41	4	0			3		41	4	3				41	4
4	JALAN FOO YET KAI	97		95	2	0					95	2					95	2
5	JLN RAJA MUSA AZIZ	181	4	153	23	1		1	4		153	24	4				153	24
6	AYLESBURY STREET	21		21		0					21						21	
7	JLN SULTAN IDRIS SHAH	95	3	82	10	0			2	1	82	10	3				82	10
8	CLARE STREET	59		57	2	0					57	2					57	2
9	COCKMAN STREET (JALAN DATUK ONN JAAFAR)	415	10	396	9	0			10		396	9	10				396	9
10	FOO CHOO CHOON STREET	44	1	40	3	0			1		40	3	1				40	3
11	HORLEY STREET	75		75		0					75						75	
12	JLN SULTAN ISKANDAR SHAH	167		165	2	0					165	2					165	2
13	JALAN TOH PUAN CHAH	142	1	140	1	0			1		140	1	1				140	1
14	KG JAVA	197	17	158	22	0			16	1	158	22	17				158	22
15	LAXAMANA ROAD	117	1	107	9	0			1		107	9	1				107	9
16	MARKET TERRACE	46		45	1	0					45	1					45	1
17	TAT LOCK STREET	42		42		0					42						42	
18	THEATRE STREET	139	3	136		0			3		136		3				136	
19	JALAN YAU TET SHIN	129		126	3	0					126	3					126	3
20	FIRE BRIGADE COMPOUND	6	5	1		0			5		1		5				1	
21	LAXAMANA ROAD	72	1	68	3	0			1		68	3	1				68	3
22	MARKET CROSS	11		9	2	0					9	2					9	2
23	BGN SERI KINTA	1		1		0					1						1	
24	JLN SULTAN IDRIS SHAH	48	3	41	4	0			3		41	4	3				41	4
