kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG PENDAMAR	2309	1390	440	456	23	7	16	1394	3	440	472	1390		1		440	478
2	KAMPUNG IDAMAN	3401	2595	477	267	62	43	19	2629	9	477	286	2596	4	1	1	477	322
3	JALAN PADANG	640	287	128	220	5	2	3	283	6	128	223	288				128	224
4	KAWASAN PELABUHAN	2756	1614	250	802	90	12	78	1620	6	250	880	1615		1		250	890
5	JALAN KEM	3013	1335	628	982	68	16	52	1351		628	1034	1337	1			628	1047
6	TELUK GONG UTARA	1381	571	738	27	45	11	34	579	3	738	61	571	1		1	738	70
7	PULAU INDAH UTARA	2602	2372	26	43	161	138	23	2421	89	26	66	2375	13	4	6	26	178
8	PULAU INDAH SELATAN	1394	1369	4	5	16	7	9	1370	6	4	14	1369				4	21
9	PANDAMARAN JAYA JALAN 1-12	3294	1867	932	439	56	36	20	1899	4	932	459	1868	1			932	493
10	TELUK GONG SELATAN	4405	4164	102	26	113	24	89	4180	8	102	115	4167	4	2		102	130
11	PANDAMARAN JAYA JALAN 13-100	3297	1407	872	944	74	47	27	1446	8	872	971	1407	8	1		872	1009
12	SERI PENDAMAR	1161	781	188	177	15	3	12	780	4	188	189	783				188	190
13	PANDAMARAN JAYA APARTMENT	2652	1422	519	616	95	74	21	1488	8	519	637	1424	2	1		519	706
14	SELAT SELATAN	1504	592	350	521	41	18	23	603	7	350	544	593	4	4		350	553
