kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAW BUKIT POLIS	25	17	6	2	0			17		6	2	17				6	2
2	KUATERS KTM	46	35	1	10	0			35		1	10	35				1	10
3	JLN BESAR	181	13	153	14	1	1		14		153	14	14				153	14
4	KUATERS PEJ POS	6	5	1		0			5		1		5				1	
5	JLN STALL	14	1	13		0			1		13		1				13	
6	JLN TEMERLOH	251	12	228	11	0			12		228	11	12				228	11
7	JLN PERHENTIAN	5	2	3		0			2		3		2				3	
8	JLN MOK HEE KIANG	250	2	224	23	1	1		3		224	23	2				224	24
9	KUATERS SEK KEB	1	1			0			1				1					
10	BEREK POLIS	73	68	1	2	2	2		68	2	1	2	68	1	1		1	2
11	JLN PUSPA	4		1	3	0					1	3					1	3
12	JLN MELUR	25		25		0					25						25	
13	JLN BAHARU	27		26		1	1			1	26			1			26	
14	JLN YAP LEE	90	1	87	2	0			1		87	2	1				87	2
15	LORONG MANJA	4	1	3		0			1		3		1				3	
16	KAW BERHALA CINA	3			3	0						3						3
701	BALAI POLIS MENTAKAB	103	98		1	4	4		95	7		1	98	1		1		3
