kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TMN RIA BARU	9	9			0			9				9					
2	JLN T/J 1 TMN TERATAI	16	16			0			16				16					
3	JLN T/J 2 TMN TERATAI	15	13	2		0			13		2		13				2	
4	JLN T/J 3 TMN TERATAI	15	11	4		0			11		4		11				4	
5	JLN T/J 6 TMN TERATAI	17	17			0			17				17					
6	JLN SATU, TMN RIA, PT RAJA	3	3			0			3				3					
8	PT HJ A KADIR MK 8	176	172	2	1	1		1	172		2	2	172				2	2
9	PT RASIPAN MK 8	269	268	1		0			268		1		268				1	
10	BT 13 JALAN KLUANG	217	214	1	2	0			214		1	2	214				1	2
11	PT SEMPADAN LAUT	214	210		1	3		3	209	1		4	210					4
12	JLN PISANG TAMAN MAJU	56	26	26		4	1	3	26	1	26	3	26				26	4
13	JLN LIMAU TAMAN MAJU	37	24	8	4	1		1	24		8	5	24				8	5
14	JLN DUKU TAMAN MAJU	57	50	7		0			50		7		50				7	
15	JLN CHEMPEDAK TAMAN MAJU	29	28	1		0			28		1		28				1	
16	JLN TEMBIKAI TAMAN MAJU	37	21	16		0			21		16		21				16	
17	LORONG BAHAGIA	42	42			0			42				42					
18	JLN MANGGA TAMAN MAJU	46	32	14		0			32		14		32				14	
19	LRG RAMLI	15	15			0			15				15					
20	LRG MAHMOD	19	19			0			19				19					
21	JLN BETIK TMN MAJU	8	1	7		0			1		7		1				7	
22	TMN MAJU BARU	50	30	20		0			30		20		30				20	
23	JLN LANGSAT TMN MAJU	31	14	17		0			14		17		14				17	
24	JLN ORKED TAMAN MAJU BARU	29	23	3		3	1	2	24		3	2	23				3	3
25	JLN ROS TMN MAJU BARU	23	23			0			23				23					
26	JLN DURIAN	31	14	17		0			14		17		14				17	
27	JLN ANGGERIK TMN MAJU BARU	15	15			0			15				15					
28	JLN TERATAI TMN MAJU BARU	21	21			0			21				21					
29	JLN MAWAR TMN MAJU BARU	47	44	3		0			44		3		44				3	
30	JLN SIANTAN TMN MAJU BARU	18	3	15		0			3		15		3				15	
31	JLN SEROJA TMN MAJU BARU	33	20	13		0			20		13		20				13	
32	JLN MELOR TMN MAJU BARU	35	28	7		0			28		7		28				7	
33	JLN DAHLIA TMN MAJU BARU	39	32	5		2	1	1	33		5	1	32				5	2
34	JLN RIA 9 TMN RIA JAYA	17	12	3	2	0			12		3	2	12				3	2
35	TMN MEKAR	1	1			0			1				1					
36	JLN RIA 7 TMN RIA JAYA	1	1			0			1				1					
37	JLN MELATI, TM MAJU BARU	6	6			0			6				6					
38	JLN PINTAS JAYA 4, TMN PINTAS JAYA	62	58	4		0			58		4		58				4	
39	TMN MELEWAR, PARIT RAJA	16	14	1		1		1	14		1	1	14				1	1
40	JLN 2/5, TMN MELEWAR 2, PARIT RAJA	31	31			0			31				31					
41	JLN AKED 1, TMN AKED, PARIT RAJA	17	10	5	1	1		1	10		5	2	10				5	2
42	JLN WIRA, TMN WIRA PARIT RAJA	116	114	1		1	1		115		1		114				1	1
43	JLN RIA BARU 1, TMN RIA BARU	1	1			0			1				1					
44	TMN BUNGA RAYA, PARIT RAJA	9	9			0			9				9					
45	TMN.SISWA JAYA 2, PARIT RAJA	39	39			0			39				39					
46	TMN PERMAI PT RAJA	7	5	2		0			5		2		5				2	
47	PT LAPIS SEMPADAN MK 8	530	527	1		2		2	527		1	2	527				1	2
48	PT SEMPADAN MK 8	701	691	4		6	1	5	691	1	4	5	692				4	5
49	TAMAN INSPIRA	2	2			0			2				2					
