kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	HUP CHOON KUANG	17		17		0					17						17	
2	JLN LIM YEW LEONG	58	30	19	8	1		1	30		19	9	30				19	9
3	TMN TANAH MERAH	565	217	314	30	4	1	3	218		314	33	217		1		314	33
4	KG GUNUNG SOGA	435	390	23	16	6	1	5	390	1	23	21	390				23	22
5	TMN PERDANA	594	263	301	25	5		5	263		301	30	263				301	30
6	TMN BUKIT PERDANA	2763	844	1839	66	14	6	8	848	2	1839	74	845	2			1839	77
7	TMN ORKID	34	16	15	2	1		1	16		15	3	16				15	3
8	SEK JURURAWAT MASYARAKAT	19	5	13		1		1	5		13	1	5				13	1
9	JLN PERDANA 2/3	33	9	24		0			9		24		9				24	
10	JLN PERDANA 44	23	6	15	2	0			6		15	2	6				15	2
11	JLN PERDANA 18A	27		27		0					27						27	
12	JLN PERDANA 29	14	1	13		0			1		13		1				13	
13	JLN PERDANA 2/32	79	17	59	3	0			17		59	3	17				59	3
14	JLN PERDANA 17	45	8	37		0			8		37		8				37	
15	JLN GUNONG SOGA	65	57	7		1		1	57		7	1	57				7	1
16	TMN MAWAR	1	1			0			1				1					
17	JLN PERDANA 6	11	1	10		0			1		10		1				10	
18	JLN PERDANA 24 A	8	1	7		0			1		7		1				7	
19	JLN PERDANA 22A	27		26	1	0					26	1					26	1
20	BLOK D JLN PERDANA 2/17C	23	13	8	2	0			13		8	2	13				8	2
21	JLN PERDANA 15A	4		3	1	0					3	1					3	1
22	JLN PERDANA 2/22	20	3	17		0			3		17		3				17	
23	JLN PERDANA 2	39	2	36	1	0			2		36	1	2				36	1
24	JLN PERDANA 3	8		8		0					8						8	
25	JLN PERDANA 50A	25		25		0					25						25	
26	JLN PERDANA 52	29	3	25	1	0			3		25	1	3				25	1
27	JLN BUNGA KERTAS	9	2	4	1	2		2	2		4	3	2				4	3
28	JLN PERDANA 2/16A	14		14		0					14						14	
29	JLN PERDANA 15	7		7		0					7						7	
30	JLN PERDANA 2/A	1		1		0					1						1	
31	JLN PERDANA 2/2	14		13	1	0					13	1					13	1
32	JLN PERDANA 9	8	5	3		0			5		3		5				3	
33	JLN PERDANA 24	15	7	7		1		1	7		7	1	7				7	1
34	JLN LIM YEW LEONG	25	7	10	8	0			7		10	8	7				10	8
35	JLN KEMBOJA TMN LIM POON	9	2	6	1	0			2		6	1	2				6	1
801	PENGUNDI TIDAK HADIR	8	3	4	1	0			3		4	1	3				4	1
