kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPONG CHENDRONG	54	37	8	9	0			37		8	9	37				8	9
2	KAMPONG GELONG BRUAS	80	80			0			80				80					
3	KAMPONG KELANG	265	139	49	77	0			138	1	49	77	139				49	77
4	KAMPONG ULU BRUAS	62	57	1	4	0			57		1	4	57				1	4
5	KAMPONG ULU LICHIN BRUAS	19	18		1	0			18			1	18					1
6	TAMAN BRUAS	94	15	58	21	0			15		58	21	15				58	21
7	TAMAN SERI DELIMA	108	89	1	18	0			89		1	18	89				1	18
8	BEREK POLIS	13	12		1	0			12			1	12					1
9	RUMAH MURAH	19	9	5	5	0			9		5	5	9				5	5
10	JLN KOLAM AIR	31	3	26	1	1		1	3		26	2	3				26	2
11	TAMAN DESA	236	86	72	75	3		3	86		72	78	86				72	78
12	LORONG PASAR	16		15	1	0					15	1					15	1
13	TAMAN ANGGERIK	96	26	45	25	0			26		45	25	26				45	25
14	TAMAN LIMAU MAS	22	2	9	11	0			2		9	11	2				9	11
15	KAMPONG KELANG	223	44	121	57	1	1		44	1	121	57	44				121	58
16	D I D QRS BRUAS	8	5		3	0			5			3	5					3
17	JALAN TANAMA	4	4			0			4				4					
18	BACK LANE	19		15	4	0					15	4					15	4
19	MAIN ROAD	186	26	143	17	0			25	1	143	17	26				143	17
20	MARKET ROAD	80	2	56	22	0			2		56	22	2				56	22
21	NEW BAZAAR	8	1	3	4	0			1		3	4	1				3	4
22	P W D LINES QRS BRUAS	25	16		9	0			16			9	16					9
23	TELECOMS DEPARTMENT BRUAS	3	3			0			3				3					
24	POLICE COMPOUND	5	5			0			5				5					
25	MARKET LANE	43	1	37	5	0			1		37	5	1				37	5
701	BALAI POLIS BERUAS	20	18		1	1	1		18	1		1	18					2
