kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG PADANG TENGKU 2	92	40	46	6	0			40		46	6	40				46	6
2	KG BARU	140	11	110	19	0			11		110	19	11				110	19
3	KUATERS SEK MEN REN KEB	13	13			0			13				13					
4	KUATERS SEK KEB	7	7			0			7				7					
5	KG PADANG TENGKU	176	134	35	7	0			134		35	7	134				35	7
6	RRM PADANG TENGKU	91	78	12	1	0			78		12	1	78				12	1
7	SIMPANG 3 KTM PADANG TENGKU	41	32	7		2		2	32		7	2	32				7	2
8	KUATERS SRJK CINA PADANG TENGKU	3	2	1		0			2		1		2				1	
9	KG BATU NERING	62	62			0			62				62					
10	BEREK POLIS	12	12			0			12				12					
11	KG BERALAS	188	185	1		2		2	185		1	2	185				1	2
12	KG PASIR SIA	14	14			0			14				14					
13	KG PERMATANG	2	2			0			2				2					
14	KG PERLAK	112	111			1		1	111			1	111					1
15	KG PADANG TENGKU 1	78	55	18	5	0			54	1	18	5	55				18	5
16	TAMAN BAKTI	152	118	15	19	0			118		15	19	118				15	19
17	BANGUNAN LKNP	13	11	2		0			11		2		11				2	
18	JALAN BESAR	33	17	11	5	0			17		11	5	17				11	5
19	TAMAN TENGKU JAYA	19	8		11	0			8			11	8					11
20	KUATERS POLIKLINIK KOMUNITI PADANG TENGKU	2	2			0			2				2					
701	BALAI POLIS PADANG TENGKU	14	13			1	1		14				13					1
