kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	POKOK ASSAM	4090	1535	2009	500	46	5	41	1538	2	2009	541	1536	1			2009	544
2	KAMPONG AMAN	2412	965	761	671	15	2	13	965	2	761	684	965				761	686
3	SEKOLAH	1299	282	763	238	16		16	279	3	763	254	282				763	254
4	JALAN RAJA MUDA	1077	24	906	144	3		3	24		906	147	24				906	147
5	PASAR	1288	15	1143	128	2		2	15		1143	130	15				1143	130
6	SUNGAI TUPAI	885	23	777	85	0			23		777	85	23				777	85
7	SIMPANG ROAD	2851	684	1947	208	12	2	10	684	2	1947	218	685				1947	219
8	KOTA ROAD	1026	49	894	80	3		3	48	1	894	83	49				894	83
9	MARKET STREET	1206	12	1136	57	1		1	12		1136	58	12				1136	58
10	THEATRE ROAD	539	24	482	30	3		3	23	1	482	33	24				482	33
11	TUPAI LANE	603	9	571	21	2	1	1	9	1	571	22	9				571	23
12	TUPAI	3884	639	2879	358	8	2	6	640	1	2879	364	640	1			2879	364
13	CORONATION ROAD	1927	118	1641	161	7		7	117	1	1641	168	118				1641	168
14	BIRCH VILLAGE	1085	86	946	50	3		3	86		946	53	86				946	53
15	EASTERN ROAD	570	27	506	36	1		1	27		506	37	27				506	37
16	MUSEUM	3848	1565	1704	297	282	248	34	1607	206	1704	331	1575	120	37	2	1704	410
