kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BUKIT KEPAYANG	4671	954	2550	1067	100	52	48	963	43	2550	1115	956	9	2		2550	1154
2	TAMAN PERMAI	5610	705	3220	1629	56	9	47	708	6	3220	1676	706	1	1	2	3220	1680
3	JALAN KONG SANG	230	9	185	35	1		1	9		185	36	9				185	36
4	JALAN DATO BANDAR TUNGGAL	1015	11	968	34	2	1	1	11	1	968	35	11			1	968	35
5	JALAN YAM TUAN	1069	4	970	95	0			4		970	95	4				970	95
6	JALAN LEE SAM	432	12	408	12	0			11	1	408	12	12				408	12
7	JALAN TUANKU MUNAWIR	389	24	275	87	3		3	23	1	275	90	24				275	90
8	BUKIT TEMBOK	954	70	437	422	25		25	70		437	447	70				437	447
9	TAMAN BUKIT KAYA	2439	73	1685	643	38	11	27	76	8	1685	670	74		2	1	1685	677
10	SEREMBAN 2	9801	3591	4472	1566	171	84	87	3612	63	4472	1653	3603	12	8	7	4472	1698
