kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MANGGUT	570	566	1		3	3		563	6	1		566	2	1		1	
2	TUI	1083	1063			20	20		1081	2			1063	19	1			
3	DEBAK	509	28	241		240	238	2	32	234	241	2	28	233	5		241	2
4	BUNGIN	915	894	10		11	11		894	11	10		894	8	1	2	10	
5	LIKIS	541	3	68		470	469	1	11	461	68	1	3	464		5	68	1
6	SUPA	959	951			8	8		947	12			951	6	2			
7	ENGKARAS	286	282	1		3	3		284	1	1		282	3			1	
8	BUDA	302	298			4	4		299	3			298	3	1			
9	SERABANG	549	544			5	5		548	1			544	5				
10	BELASAU	112				112	112			112				110	2			
11	SABAR	145		1		144	144		1	143	1			143		1	1	
12	DIT	307	303			4	4		306	1			303	4				
13	DIT HULU	202	7	7		188	188		8	187	7		7	186		2	7	
14	BUNGEI	1715	1673	5		37	37		1687	23	5		1673	35	1	1	5	
15	JERAI	131				131	130	1		130		1		127	3			1
16	DEBAK LAUT	791	781	2		8	8		784	5	2		781	8			2	
17	SEREMBANG	367	362			5	5		362	5			362	5				
18	TANJONG ASSAM	413	382	2		29	29		382	29	2		382	29			2	
19	SEBEMBAN	307	303			4	4		306	1			303	4				
20	BELINGAN	278	251			27	27		255	23			251	26	1			
21	BUDAK	68	2			66	66		3	65			2	65	1			
