kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG BUKIT CHABANG	303	297	4	1	1		1	297		4	2	297				4	2
2	KAMPONG HILIR	357	356			1	1		356	1			357					
3	KAMPONG SENA	342	333	2		7	1	6	330	4	2	6	333				2	7
4	KAMPONG ULU	409	409			0			407	2			409					
5	KOK MAK	138	138			0			138				138					
6	PADANG MAWA	107	106	1		0			103	3	1		106				1	
7	SG CHUCHOH	1	1			0			1				1					
8	KAMPONG BARU	527	444	67	8	8	4	4	446	2	67	12	445		1		67	14
9	KAMPONG TITI TINGGI	168	164	1	1	2		2	164		1	3	164				1	3
10	KG SAHABAT	23	9	13		1		1	9		13	1	9				13	1
11	KG SERI SEPAKAT	36	35			1	1		36				35					1
12	KG SERI KESINAI	15	15			0			15				15					
