kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BANDAR UTARA	508	76	421	10	1		1	76		421	11	76				421	11
2	JALAN JAMALUANG	818	158	640	16	4	1	3	158	1	640	19	158				640	20
3	FELDA NITAR 2	2235	2213	2	5	15	9	6	2218	4	2	11	2213				2	20
4	FELDA NITAR 1	2014	1998	2	3	11	3	8	1999	2	2	11	1998	3			2	11
5	PENGKALAN BATU	1862	1433	346	69	14	3	11	1434	2	346	80	1433				346	83
6	JALAN ISMAIL	351	258	61	31	1		1	258		61	32	258				61	32
7	PEJABAT KERAJAAN	714	463	206	16	29	27	2	474	16	206	18	464	3	1	1	206	39
8	PEKAN MERSING KECHIL	2958	1817	879	252	10	4	6	1817	4	879	258	1817		1		879	261
9	SRI PANTAI	4083	3471	50	48	513	462	51	3590	343	50	99	3479	167	80	8	50	298
10	BANDAR JAMALUANG TIMOR	789	28	752	6	3	3		28	3	752	6	28	1			752	8
11	JAMALUANG TIMOR	418	417			1	1		417	1			417					1
12	JAMALUANG	1004	62	928	8	6	4	2	60	6	928	10	62	1			928	13
13	RISDA SUNGAI AMBAT	241	232	1	4	4		4	228	4	1	8	232				1	8
14	FELDA TENGGAROH 5	2544	2535	2	2	5	1	4	2534	2	2	6	2535				2	7
15	FELDA TENGGAROH 3	926	919		1	5		5	919			6	919					6
16	FELDA TENGGAROH 6	1411	1402		3	6	2	4	1404			7	1402					9
17	FELDA TENGGAROH 4	465	465			0			465				465					
18	FELDA TENGGAROH 2	2922	2893	1	15	13	6	7	2894	5	1	22	2893	2			1	26
19	FELDA TENGGAROH 1	1823	1815		2	6		6	1815			8	1815					8
20	PULAU SIBU	130	127			3	3		130				128	2				
21	PULAU TINGGI	146	142			4		4	142			4	142					4
22	PULAU BESAR	37	34	3		0			33	1	3		34				3	
23	PULAU AUR	166	166			0			166				166					
24	PULAU PEMANGGIL	73	72			1		1	72			1	72					1
