kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	CHAROK SALANG	1036	740	11	2	283	54	229	739	55	11	231	740				11	285
2	KAMPUNG ASAM JAWA	1541	1539			2	2		1540	1			1539					2
3	CHAROK KELIAN	1330	1325	1	1	3	2	1	1323	4	1	2	1325				1	4
4	SUNGAI LIMAU	1491	1277	26	2	186	35	151	1277	35	26	153	1278				26	187
5	CHAROK BEMBAN	1806	1683	97	15	11	4	7	1681	6	97	22	1683		1		97	25
6	GUA REBAN	1435	1425	6	1	3	2	1	1426	1	6	2	1425				6	4
7	KAMPUNG PADANG	1358	1301	1	2	54	6	48	1301	6	1	50	1302			1	1	54
8	LANAI	1427	1422		3	2	1	1	1419	4		4	1422					5
9	MENGKUANG	1877	1868	5		4	4		1868	4	5		1868		2		5	2
10	LUBOK KABU	1320	1311	4	5	0			1309	2	4	5	1311				4	5
11	KUALA PEGANG	1249	777	440	28	4	1	3	773	5	440	31	777				440	32
12	KAMPUNG RAJA	568	484	75	9	0			482	2	75	9	484				75	9
13	KAMPUNG LANDAK	1713	1575	41	93	4	1	3	1575	1	41	96	1575			1	41	96
14	PEKAN KUPANG	1166	860	288	12	6	1	5	860	1	288	17	860	1			288	17
15	KUALA CHENERAI	841	834	5	1	1	1		833	2	5	1	834				5	2
16	KETEMBA	1289	1210	3	76	0			1209	1	3	76	1210				3	76
17	KAMPUNG SADEK	1593	1586	4	1	2		2	1584	2	4	3	1586				4	3
18	BUKIT TERABAK	1869	1578	103	183	5		5	1576	2	103	188	1578				103	188
19	SIMPANG JERAI	1140	1136			4	4		1138	2			1138					2
20	KAMPUNG TANJONG	1656	1649		1	6	2	4	1648	3		5	1650					6
21	LADANG SUNGAI TAWAR	570	169	89	310	2		2	167	2	89	312	169				89	312
22	BADENOCH	837	586	7	241	3	3		586	3	7	241	586		2		7	242
23	ULU BAKAI	789	789			0			789				789					
24	PEKAN MALAU	1332	1245	59	27	1	1		1241	5	59	27	1245				59	28
25	BADANG	2313	2312		1	0			2310	2		1	2312					1
26	KAMPUNG SIDIM	884	884			0			880	4			884					
