kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BANDAR AMBS SEKSYEN A	774	767		1	6	1	5	768			6	767					7
2	BANDAR AMBS SEKSYEN B	684	674		1	9	1	8	674	1		9	675					9
3	BANDAR AMBS SEKSYEN C	571	564	3		4	2	2	565	1	3	2	565				3	3
4	BANDAR AMBS SEKSYEN D	819	813	1	2	3		3	812	1	1	5	813				1	5
5	BANDAR AMBS SEKSYEN K	65	63	1		1	1		64		1		63				1	1
6	PERUMAHAN TNB AMBS	12	12			0			12				12					
7	BANDAR AMBS SEKSYEN E	297	294	1		2		2	294		1	2	294				1	2
8	BANDAR AMBS SEKSYEN F	514	510		1	3	1	2	511			3	510					4
9	KUARTERS POLIS	10	10			0			10				10					
701	BALAI POLIS AMBS	9	5		1	3	2	1	6	1		2	5	1				3
