kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG PENGKALAN KUBOR	1447	1360	67	4	16	3	13	1344	19	67	17	1360		1	1	67	18
2	KG PULAU ULAR	29	15	5		9	2	7	15	2	5	7	15				5	9
3	KG MENTUA	301	9	25	3	264	16	248	9	16	25	251	9				25	267
4	KEBUN	508	500	3	1	4	2	2	502		3	3	500				3	5
5	SERKONG	186	184			2	2		185	1			184	1				1
6	KG TANJONG	87	86			1		1	86			1	86					1
7	KG KOK PAUH	71	69			2		2	69			2	69					2
8	TAMAN SRI PENGKALAN	46	46			0			46				46					
701	BALAI POLIS PENGKALAN KUBOR	58	52	2	2	2	1	1	48	5	2	3	52				2	4
708	PASUKAN POLIS MARIN PENGKALAN KUBOR	28	27		1	0			27			1	27					1
