kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LADANG BUKIT BASUT	44	2		42	0			2			42	2					42
2	KG KUALA SLIM	413	392		16	5	2	3	394			19	393					20
3	KG SEBERANG ESPEK SRIGALA	60	26		33	1		1	25	1		34	26					34
4	KG JAYA KUALA SLIM	321	316		2	3		3	316			5	316					5
5	KG SEBERANG KUALA SLIM	17	3		13	1	1		4			13	3					14
6	SUNGEI TRAS	91	1			90	90		8	83			1					90
7	DINDING SUGAR ESTATE	7			7	0						7						7
8	TMN WIRA	42	25	6	11	0			25		6	11	25				6	11
9	RAN PERUMAHAN AWAM III SLIM RIVER	359	204	39	114	2		2	204		39	116	204				39	116
10	KG PERHENTIAN	229	24	146	57	2	1	1	24	1	146	58	24	1			146	58
11	TAMAN SEROJA	361	137	43	181	0			136	1	43	181	137				43	181
