kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SAMASIH	875	861	4	5	5	1	4	859	3	4	9	861		1		4	9
2	KAMPONG RAJA	1356	993	337	22	4	3	1	994	2	337	23	995				337	24
3	PANCHOR	1052	664	155	224	9	2	7	665	1	155	231	664	1			155	232
4	BANDAR PANCHOR	939	325	541	71	2	1	1	325	1	541	72	325				541	73
5	KAMPONG JAWA	1144	953	180	6	5	1	4	952	2	180	10	953	1			180	10
6	JORAK	1207	965	229	10	2	2		965	2	229	10	965	1			229	11
7	TANJONG SELABU	272	90	181		1	1		90	1	181		90		1		181	
8	PERGAM	254	246	7		1		1	246		7	1	246				7	1
9	TEMIANG	3190	2018	1047	109	16	1	15	2015	4	1047	124	2018				1047	125
10	SUNGAI TERAP	1131	1000	126	2	3	1	2	999	2	126	4	1000				126	5
11	SUNGAI RAYA	2212	1447	663	86	16	9	7	1453	3	663	93	1449				663	100
12	KAMPONG TENGAH	477	438	33	5	1		1	438		33	6	438				33	6
13	PERMATANG PASIR	797	746	45	2	4	2	2	747	1	45	4	746				45	6
14	PEKAN BUKIT PASIR BARAT	1429	378	975	72	4	3	1	380	1	975	73	379	1			975	74
15	PEKAN BUKIT PASIR UTARA	1520	302	1181	36	1	1		302	1	1181	36	302				1181	37
16	PEKAN BUKIT PASIR SELATAN	1246	195	912	135	4	2	2	196	1	912	137	195	1			912	138
17	BUKIT PASIR	765	576	134	50	5	1	4	577		134	54	576				134	55
18	LADANG CRAIGIELEA	317	35	160	122	0			34	1	160	122	35				160	122
19	PANJANG SARI	1272	1125	92	46	9	3	6	1127	1	92	52	1125		1		92	54
20	BUKIT TREH	1065	514	533	15	3	1	2	514	1	533	17	514	1			533	17
