kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TELOK MELANO	179	178			1	1		178	1			178	1				
2	PUEH	706	11	36		659	658	1	27	642	36	1	11	43	614	1	36	1
3	SEBAT	654	471	30		153	152	1	487	136	30	1	471	20	132		30	1
4	SEMATAN	1365	1177	118		70	69	1	1197	49	118	1	1177	22	47		118	1
5	SELING	1162	848	82		232	231	1	867	212	82	1	848	187	41	3	82	1
6	STUNGGANG	1378	1075	23		280	279	1	1108	246	23	1	1075	241	37	1	23	1
7	LUNDU	2190	612	1042		536	533	3	647	498	1042	3	612	363	158	12	1042	3
8	PERIGI	187	3	176		8	8		4	7	176		3	3	5		176	
9	SEKAMBAL	642	391	211		40	40		398	33	211		391	17	21	2	211	
10	BAJO	480	459	13		8	8		461	6	13		459	5	3		13	
11	KAMPUNG SEBEMBAN	435	8	145		282	282		13	277	145		8	234	41	7	145	
12	TEMELAN	445	36	16		393	392	1	41	386	16	2	36	362	28	2	16	1
13	SAMPADI	781	466	99		216	216		462	220	99		466	186	26	4	99	
14	STOH	278	264	9		5	5		267	2	9		264	3	2		9	
15	RAMBUNGAN	531	199	13		319	319		204	314	13		199	309	10		13	
