kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG GONDANG	1772	1715	55	2	0			1713	2	55	2	1715				55	2
2	PADANG TENGAH	1744	1737	1		6	1	5	1733	5	1	5	1738				1	5
3	KETEREH	4216	4114	86	2	14	5	9	4113	6	86	11	4116		1		86	13
4	PADANG LEMBEK	1695	1691	1		3	1	2	1691	1	1	2	1691		1		1	2
5	HUTAN PASIR	1536	1523	8		5	2	3	1520	5	8	3	1523				8	5
6	KAMPUNG GUNTONG	1355	1314	36		5	1	4	1311	4	36	4	1315				36	4
7	PANGKAL KALONG	1752	1749	1		2	1	1	1748	2	1	1	1749	1			1	1
8	KEDAI KOK LANAS	8499	7494	378	21	606	558	48	7295	757	378	69	7505	232	97	9	378	278
9	SETEK	1088	1053	32	1	2	2		1053	2	32	1	1053				32	3
10	KAMPUNG BATU TINGGI	1495	1490	3		2	1	1	1484	7	3	1	1490	1			3	1
11	KAMPUNG SOKOR	2263	2248	6		9	5	4	2247	6	6	4	2251				6	6
