kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG JOH	918	729	184		5	2	3	728	3	184	3	729		1		184	4
2	KEBUN BAGAN	22	19	1	2	0			18	1	1	2	19				1	2
3	PAK GOMBAK	168	167	1		0			167		1		167				1	
4	LALANG LUAS	313	304	7		2	1	1	304	1	7	1	304		1		7	1
5	KUBANG BELUT	185	177	8		0			177		8		177				8	
6	BANGGOL KECHIL	129	107	21		1		1	106	1	21	1	107				21	1
7	KAMPUNG MAKA	293	265	27		1		1	264	1	27	1	265				27	1
8	KAMPUNG NERANG	5	5			0			5				5					
9	KG BECHAH SELADANG	1	1			0			1				1					
10	TAMAN ILMU	91	90			1		1	90			1	90					1
11	BANGGOL PAK AWANG	47	41	6		0			41		6		41				6	
