kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPONG LANGKAP	291	5	1	1	284	284		53	236	1	1	5				1	285
2	KAMPONG ULU BENDOL	624	614	7	1	2	2		614	2	7	1	614		1		7	2
3	TERACHI	1362	1302	3	2	55	52	3	1310	44	3	5	1303			1	3	55
4	KAMPONG TALANG	737	735			2	2		736	1			736					1
5	KAMPONG GEMETIR	695	690	4		1	1		688	3	4		690				4	1
6	KAMPONG IBOL	663	630	31		2	1	1	630	1	31	1	630				31	2
7	KAMPONG TENGAH	527	524	3		0			522	2	3		524				3	
8	TANJONG IPOH	1013	852	136	14	11	3	8	849	6	136	22	852	1			136	24
9	KAMPUNG GAMIN	370	370			0			368	2			370					
10	KAMPONG BUYAU	381	380			1		1	380			1	380					1
11	SRI MENANTI	653	606	42	3	2	2		603	5	42	3	607				42	4
12	KAMPUNG SIKAI	368	367			1		1	365	2		1	367					1
13	GUNONG PASIR	470	468		1	1	1		467	2		1	469					1
