kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN RAJA	173	150	9	10	4	1	3	150	1	9	13	150		1		9	13
2	KILANG BERAS KERAJAAN	30	30			0			30				30					
3	ISTANA	45	39	2	2	2		2	39		2	4	39				2	4
4	JALAN STESYEN	63	46	10	6	1		1	46		10	7	46				10	7
5	BEREK POLIS ARAU	21	20	1		0			20		1		20				1	
6	KUARTERS KERETAPI	35	22		13	0			22			13	22					13
7	TAMAN INDAH	47	47			0			47				47					
8	JALAN TOK NAYA	121	62	30	29	0			61	1	30	29	62				30	29
9	KUARTERS JABATAN SALIRAN	3	3			0			3				3					
10	TAMAN SRI MAWAR	117	78	35	4	0			78		35	4	78				35	4
11	ALOR MERAH	120	107		13	0			107			13	107					13
701	BALAI POLIS ARAU	52	43			9	8	1	47	4		1	43	1				8
702	IPD ARAU	296	264	4	5	23	23		274	13	4	5	264	3	2		4	23
