kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG DURIAN DAUN	1105	1084	13		8	3	5	1084	3	13	5	1084				13	8
2	KG MATA KUCHING	7	7			0			7				7					
3	KG PAJAK KESANG	70	70			0			70				70					
4	SLK DATOK BUDI	81	78	2		1		1	78		2	1	78				2	1
5	SLK TERUBOK	110	108	1		1		1	108		1	1	108				1	1
6	KG MASJID TENGAH	125	125			0			125				125					
7	JLN BKT KELEDANG	28	28			0			28				28					
8	SLK KETONG	4	2	2		0			2		2		2				2	
9	JLN LEBAI BUDIN	9	9			0			9				9					
10	JLN TALIB WAHID	2	2			0			2				2					
11	SLK AYER BATU	166	166			0			166				166					
12	KG AYER SELAMAH	37	36			1	1		37				37					
13	KG SERI TANJUNG	355	350			5		5	350			5	350					5
14	TMN MASJID TANAH RIA	102	77	7	13	5	1	4	78		7	17	78				7	17
801	PENGUNDI TIDAK HADIR	2	2			0			2				2					
