kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN RAMPAI	8	3	4	1	0			3		4	1	3				4	1
2	KUARTERS PEJABAT UKUR	36	23	5	8	0			23		5	8	23				5	8
3	TAMAN SOON FONG	32	5	23	4	0			5		23	4	5				23	4
4	TAMAN SRI LEMPAH	26	2	23	1	0			2		23	1	2				23	1
5	KUARTERS JKR ALUR AKAR	7	7			0			7				7					
6	TAMAN BAHAGIA	12	1	10	1	0			1		10	1	1				10	1
7	JLN SERAI	88	3	81	4	0			3		81	4	3				81	4
8	TAMAN FOOK WAH	12		10	2	0					10	2					10	2
9	LORONG KIJANG	6	2	3	1	0			2		3	1	2				3	1
10	TAMAN DAMAI	28	1	23	4	0			1		23	4	1				23	4
11	LORONG ALUR AKAR 2	51	10	40	1	0			10		40	1	10				40	1
12	TAMAN MAJU ALUR AKAR	12		12		0					12						12	
13	TAMAN KITASAMA	24	2	22		0			2		22		2				22	
14	TAMAN ARMIR	18	6	8	4	0			6		8	4	6				8	4
15	TAMAN DESA BUNGA RAYA	19	3	13	2	1		1	3		13	3	3				13	3
16	KUARTERS JABATAN KIMIA	1	1			0			1				1					
17	RUMAH PANGSA ALUR AKAR	269	260	7	1	1		1	260		7	2	260				7	2
18	JLN MURAI	102	15	81	5	1		1	15		81	6	15				81	6
19	TAMAN AMAN	45	8	35	1	1		1	8		35	2	8				35	2
20	TAMAN LKNP ALUR AKAR	56	40	15	1	0			40		15	1	40				15	1
21	TAMAN TERATAI	604	343	240	18	3		3	343		240	21	343				240	21
22	JALAN DATO BAHAMAN	48	22	22	2	2		2	22		22	4	22				22	4
23	TAMAN PENG ON	35	2	32	1	0			2		32	1	2				32	1
24	LORONG ALOR AKAR 32	23	19	4		0			19		4		19				4	
25	JLN ALOR AKAR	57	9	44	2	2	1	1	10		44	3	9				44	4
26	LORONG ALOR AKAR 30	26	6	20		0			6		20		6				20	
27	LORONG ALOR AKAR 9	19		19		0					19						19	
28	LORONG ALOR AKAR 20	19	8	9	2	0			8		9	2	8				9	2
29	LORONG ALOR AKAR 71	28	9	17	2	0			9		17	2	9				17	2
30	TAMAN SG KARAS	42	9	33		0			9		33		9				33	
801	PENGUNDI TIDAK HADIR	2	1	1		0			1		1		1				1	
