kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	NAM HENG COMPLEX	35	29		5	1		1	29			6	29					6
2	KG PAYA SUNGAI REDAN	24	21		2	1		1	21			3	21					3
3	KAMPONG AYER PUTEH	86	79	2	4	1	1		79	1	2	4	79				2	5
4	KAMPONG SUNGEI RIDAN	196	161	1	11	23	1	22	162		1	33	161				1	34
5	KAMPONG TENGAH	36	36			0			35	1			36					
6	LDG. NAM HENG	330	143	29	154	4	1	3	143	1	29	157	143				29	158
7	LDG AYER PUTEH	38	23	3	7	5		5	23		3	12	23				3	12
8	KG SG JEMPOL	19	19			0			19				19					
9	KG SERI PERDANA	7	1		6	0			1			6	1					6
10	LDG BASHIR ISMAIL	30	20		3	7		7	20			10	20					10
11	LDG SENG LONG SENG	9	6	1	2	0			6		1	2	6				1	2
