kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG BKT BERUANG	1176	813	324	28	11	2	9	812	3	324	37	813	1			324	38
2	KG BKT BERUANG JAYA	143	81	59	3	0			80	1	59	3	81				59	3
3	BEREK POLIS BKT BERUANG	13	2	2	9	0			2		2	9	2				2	9
4	TMN BKT BARU	151	94	36	19	2	2		96		36	19	96				36	19
5	RUM AWAM BKT BERUANG	338	278	30	27	3		3	278		30	30	278				30	30
6	KG TELOK BKT BRUANG	343	325	8	6	4	1	3	325	1	8	9	325	1			8	9
7	BKT SAGA	79	45	21	13	0			45		21	13	45				21	13
8	TMN CIPTACO	78	4	66	8	0			4		66	8	4				66	8
9	TMN CENDANA	67	40	18	5	4		4	40		18	9	40				18	9
10	PERUMAHAN POLIS SERI TEMENGGONG	501	462	11	18	10	8	2	469	1	11	20	464	2			11	24
11	TMN MERBOK	771	348	376	43	4	2	2	349	1	376	45	348	1			376	46
12	TMN SEROJA	33	32		1	0			32			1	32					1
13	ISTANA MELAKA	19	11	5	3	0			11		5	3	11				5	3
14	BKT BERUANG HEIGHTS	47	3	40	3	1		1	3		40	4	3				40	4
15	TMN SENTOSA	481	56	356	59	10	1	9	56	1	356	68	56	1			356	68
16	TMN SENTOSA BARU	12	2	10		0			2		10		2				10	
17	TAMAN SENTOSA TROPICANA	9		9		0					9						9	
424	REJ 514 (AW)	307	286	2	4	14	11	3	285	12	2	7	286	3	2	1	2	12
701	PONDOK POLIS BUKIT BERUANG	10	7		3	0			7			3	7					3
801	PENGUNDI TIDAK HADIR	3	1	2		0			1		2		1				2	
