kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPONG MESJID	51	50		1	0			50			1	50					1
2	PUSAT KESIHATAN KECHIL	14	12	1	1	0			12		1	1	12				1	1
3	PARIT ROAD	105	77	18	10	0			77		18	10	77				18	10
4	RUMAH AWAM BRUAS	86	50	22	12	2		2	50		22	14	50				22	14
5	TAMAN KHADIJAH MARIAM	23	23			0			23				23					
6	KG SEKOLAH	18	16		2	0			16			2	16					2
7	KG TERSUSUN BELAKANG MASJID	19	19			0			19				19					
8	JLN SEK MEN RAJA SHARIMAN	9	9			0			9				9					
9	NEW VILLAGE BRUAS	443	7	383	52	1		1	6	1	383	53	7				383	53
10	FOREST QRS BRUAS	7	7			0			7				7					
11	MAIN ROAD	32	4	24	4	0			4		24	4	4				24	4
12	PARIT ROAD	134	54	73	6	1		1	54		73	7	54				73	7
13	SEKOLAH KEBANGSAAN	3	3			0			3				3					
14	SITIAWAN ROAD	73	54	15	3	1	1		55		15	3	55				15	3
15	GOVT ENGLISH SCHOOL	1	1			0			1				1					
16	TAMAN ANGGERIK PERMAI	32	7	11	14	0			7		11	14	7				11	14
