kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAWASAN POLIS	6	6			0			6				6					
2	BACK LANE	28	21		7	0			21			7	21					7
3	GUA PETAI SELAMA	252	244	1	7	0			244		1	7	244				1	7
4	JALAN AMAN SHAH	62	50	8	4	0			50		8	4	50				8	4
5	JALAN KOLAM AYER SELAMA	33	30	3		0			30		3		30				3	
6	JALAN REST HOUSE	12	12			0			12				12					
7	KAMPONG ITAM SELAMA	72	6	60	6	0			6		60	6	6				60	6
8	KAMPONG RAJA SELAMA	33	15	14	4	0			15		14	4	15				14	4
9	KONG YUEN ESTATE	13		11	2	0					11	2					11	2
10	LORONG KOLAM AYER	4	4			0			4				4					
11	MAIN ROAD SELAMA	253	61	181	10	1		1	61		181	11	61				181	11
12	MENTRI ROAD SELAMA	460	145	196	114	5		5	143	2	196	119	145				196	119
13	THEATRE LANE SELAMA	4		4		0					4						4	
14	THEATRE ROAD SELAMA	7		6	1	0					6	1					6	1
15	KAMPONG AWANG	21	15		6	0			15			6	15					6
16	KAWASAN POLIS	39	36	2		1	1		37		2		36				2	1
17	TAMAN SRI SELAMA	197	160	5	30	2		2	160		5	32	160				5	32
18	TAMAN SELAMA	94	21	2	71	0			21		2	71	21				2	71
19	TMN SELAMA INDAH	41	40		1	0			40			1	40					1
20	KG BUKIT RAJA	2	2			0			2				2					
21	KAMPONG TENGAH	108	106	2		0			106		2		106				2	
22	POLICE COMPOUND SELAMA	36	32	2	1	1		1	32		2	2	32				2	2
702	IPD SELAMA	198	180	2	8	8	8		182	6	2	8	181	1	1		2	13
