kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LDG KIM SAY	1			1	0						1						1
2	LDG. SUNGEI TUKONG	72	65	2	4	1		1	65		2	5	65				2	5
3	KAMPONG TELOK KABONG	22	2	1		19	19		5	16	1		2				1	19
4	KG PASIR MERAH	10	8			2	2		7	3			8					2
5	PEKAN PASIR PUTEH	124	120	2		2		2	119	1	2	2	120				2	2
6	KG PASIR PUTEH	1255	1158	11	11	75	39	36	1175	22	11	47	1158		2		11	84
7	NAM BEE 2	3	2		1	0			2			1	2					1
8	TMN PASIR EMAS	109	92	2	10	5	3	2	94	1	2	12	92	1			2	14
9	JLN PENGKALAN 7, TMN PASIR MAS	14	13			1		1	12	1		1	13					1
10	JLN PASIR MERAH, KG PASIR PUTIH	79	73			6	1	5	74			5	73					6
11	JLN PENGKALAN 2, TMN PASIR MAS	49	40	3	2	4		4	40		3	6	40				3	6
12	JLN TENTERAM, KG PASIR PUTIH	23	23			0			23				23					
13	JLN PANTAI, KG PASIR PUTIH	170	150	3	1	16	6	10	156		3	11	150				3	17
14	JLN SEKOLAH AGAMA, KG PASIR PUTIH	176	143			33	6	27	149			27	143					33
15	JLN TENANG, KG PASIR PUTIH	28	25			3		3	25			3	25					3
16	JLN DELIMA, KG PASIR PUTIH	33	29	1		3	1	2	30		1	2	29				1	3
17	JLN BESAR, KG PASIR PUTIH	2	2			0			2				2					
18	JLN MASJID, KG PASIR PUTIH	48	35			13	3	10	38			10	35					13
19	JLN TENANG 5, KG PASIR PUTIH	21	12			9	1	8	13			8	12		1			8
20	JLN LAMPAM 40, TG PUTERI RESORT	39	28	1	10	0			28		1	10	28				1	10
21	JLN MUHIBBAH, KG PASIR PUTIH	207	151		1	55	7	48	157	1		49	151					56
22	PENGKALAN 11, TMN PASIR MAS	18	9			9		9	9			9	9					9
23	JLN MUAFAKAT, KG PASIR PUTIH	54	44			10		10	42	2		10	44					10
24	JLN LIMBONGAN, KG PASIR PUTIH	127	82			45		45	80	2		45	82					45
25	JLN PASIR MAS, KG PASIR PUTIH	2	2			0			2				2					
26	JLN TENANG 3, KG PASIR PUTIH	5	5			0			5				5					
27	JLN PENGKALAN 9, TMN PASIR MAS	3	2			1		1	2			1	2					1
28	BLOK 4, APART TG PUTERI	10	5	1	3	1	1		6		1	3	5				1	4
29	BLOK 9, APART TG PUTERI	7	4	1	1	1	1		5		1	1	4				1	2
30	BLOK 13, APART TG PUTERI	11	10			1	1		10	1			10	1				
31	JLN LAMPAM 43, TG PUTERI RESORT	21	19		2	0			19			2	19					2
32	BLOK 12, APART TG PUTERI	5	4		1	0			4			1	4					1
33	JLN LAMPAM 41, TG PUTERI RESORT	5	4			1	1		4	1			4	1				
34	BLOK 10, APART TG PUTERI	4	4			0			4				4					
35	KG SRI AMAN, TG PUTERI RESORT	5	2			3	3		5				4					1
36	JLN LAMPAM 42, TG. PUTERI RESORT	20	16	2	1	1		1	16		2	2	16				2	2
37	TG PUTERI RESORT	323	249	19	26	29	13	16	259	3	19	42	250	3	1		19	50
38	JLN PENGKALAN 1, TMN PASIR MAS	34	25			9		9	25			9	25					9
39	JLN MESRA, KG PASIR PUTIH	52	38			14		14	38			14	38					14
40	JLN BAHAGIA, KG PASIR PUTIH	64	49			15	1	14	50			14	49					15
41	JLN BERKAT, KG PASIR PUTIH	41	36			5	1	4	37			4	36					5
42	JLN DAMAI, KG PASIR PUTIH	94	86	1		7		7	86		1	7	86				1	7
43	JLN TENANG 4, KG PASIR PUTIH	16	16			0			16				16					
44	JLN TENANG 2, KG PASIR PUTIH	9	9			0			9				9					
45	JLN LAMPAM 44, TG PUTERI RESORT	16	10		4	2		2	10			6	10					6
46	JLN PENGKALAN 4, TMN PASIR MAS	24	9		6	9		9	9			15	9					15
47	JLN LAMPAM 45, TG PUTERI RESORT	20	14		5	1		1	14			6	14					6
48	JLN PENGKALAN 5, TMN PASIR MAS	12	8			4		4	8			4	8					4
49	JLN PENGKALAN 3, TMN PASIR MAS	38	25			13	2	11	27			11	25					13
50	JLN PENGKALAN 10, TMN PASIR MAS	34	25			9	1	8	24	2		8	25					9
51	JLN LAMPAM 24, TG PUTERI RESORT	73	66	2	3	2		2	66		2	5	66				2	5
52	JLN PENGKALAN 14, TMN PASIR MAS	12	11			1		1	11			1	11					1
53	JALAN SELUANG, TANJUNG PUTERI RESORT	80	74		3	3		3	73	1		6	74					6
54	JALAN KALOI, TANJUNG PUTERI RESORT	25	21		1	3	1	2	22			3	21					4
