kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RAJANG PARK	3877	204	3551		122	116	6	187	133	3551	6	204	101	6	9	3551	6
2	PELAWAN	3456	385	2819		252	236	16	369	252	2819	16	385	204	9	23	2819	16
3	SUNGAI MERAH	4049	108	3809		132	131	1	107	132	3809	1	108	104	17	10	3809	1
4	DISA	832	104	695		33	33		101	36	695		104	30	2	1	695	
5	SUNGAI ANTU	2107	170	1836		101	101		133	138	1836		170	91	3	7	1836	
6	GAMBIR	6023	81	5825		117	115	2	72	124	5825	2	81	95	5	15	5825	2
7	CAMAR	1457	13	1424		20	20		12	21	1424		13	17		3	1424	
8	MERDEKA	3565	51	3456		58	56	2	46	61	3456	2	51	44	2	10	3456	2
9	OYA LANE	3362	47	3205		110	110		49	108	3205		47	97	2	11	3205	
10	INDAH	2640	546	1917		177	171	6	539	178	1917	6	546	151	8	12	1917	6
11	NIBONG	3258	164	2867		227	227		161	230	2867		164	194	22	11	2867	
