kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG PASIR PUTEH	990	573	94	2	321	13	308	571	15	94	310	573				94	323
2	CHERANG MELINTANG	933	929	2		2	1	1	927	3	2	1	929				2	2
3	KAMPUNG TOK OH	1138	942	29		167	14	153	940	16	29	153	942				29	167
4	KAMPUNG PERIOK	1968	1933	13	2	20	2	18	1930	5	13	20	1933				13	22
5	BUNUT SARANG BURONG	1632	1590	39		3		3	1585	5	39	3	1590				39	3
6	KEBAKAT	2460	2104	337	4	15	7	8	2107	4	337	12	2105	2			337	16
7	CHENDERONG BATU	2921	2485	422		14		14	2477	8	422	14	2485				422	14
8	KAMPUNG KUBANG BATANG	2295	2284	6	2	3	1	2	2277	8	6	4	2284				6	5
9	CHABANG EMPAT	2491	2010	192	5	284	24	260	2004	30	192	265	2010		1	1	192	287
10	KAMPUNG JAL BESAR	1794	1788	2	1	3		3	1782	6	2	4	1788				2	4
11	JAL KECHIL	1420	1418			2		2	1416	2		2	1418					2
12	WAKAF DELIMA	2417	2187	219		11		11	2181	6	219	11	2187				219	11
13	KAMPUNG BELUKAR	1559	1011	521	3	24	4	20	1006	9	521	23	1011	2			521	25
14	WAKAF BHARU KEDAI	2938	2545	366	3	24	5	19	2538	12	366	22	2546				366	26
