kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SENAK	2273	2264	6	1	2	1	1	2256	9	6	2	2264	1			6	2
2	WAKAF AIK	1511	1505	4		2	1	1	1501	5	4	1	1505	1			4	1
3	TAWANG	2372	2283	77	1	11	2	9	2278	7	77	10	2283				77	12
4	BERIS GAJAH MATI	2191	2184	3		4	3	1	2186	1	3	1	2184	1	1		3	2
5	ANAK TEMBESU	1303	1291	11		1		1	1291		11	1	1291				11	1
6	KAMPUNG TOK JAWA	2289	2280	3	2	4	4		2280	4	3	2	2280	1			3	5
7	TELOK MESIRA	1107	1095	11		1		1	1092	3	11	1	1095				11	1
8	PAUH SEMBILAN	3613	3602	1	5	5	2	3	3599	5	1	8	3602				1	10
9	TOK BELIAN	1502	1481	16		5	3	2	1481	3	16	2	1481	2			16	3
10	TANJONG JERING	1023	1022			1		1	1020	2		1	1022					1
11	BERIS	2485	2481	3		1	1		2477	5	3		2481				3	1
12	TANJONG PAUH	2384	2379	1	1	3	1	2	2372	8	1	3	2379				1	4
13	CHAP	1971	1969			2	2		1970	1			1969		2			
14	BUKIT MARAK	1916	1903	7	1	5	4	1	1899	8	7	2	1904				7	5
15	PAYA TERATAI	1381	1375	5	1	0			1371	4	5	1	1375				5	1
16	BEKELAM	2113	2023	84		6	2	4	2020	5	84	4	2024				84	5
