kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PANDAN	4083	3375	109	72	526	167	359	3401	141	109	431	3383	70	27	2	109	491
2	TAMAN MOLEK	3672	1023	2525	104	20	6	14	1025	4	2525	118	1025		1		2525	121
3	JOHOR JAYA BARAT	3948	541	3154	227	26	17	9	544	14	3154	236	541	8	2	1	3154	242
4	JOHOR JAYA SELATAN	2602	720	1699	136	47	20	27	730	10	1699	163	723		3		1699	177
5	JOHOR JAYA TIMOR	3598	1050	2373	135	40	18	22	1054	14	2373	157	1050	4	2		2373	169
6	JOHOR JAYA TENGAH	2733	586	1959	161	27	16	11	593	9	1959	172	587	4	3	1	1959	179
7	JOHOR JAYA UTARA	4059	660	3182	194	21	7	14	660	7	3182	208	660	3	1	1	3182	210
8	BANDAR PLENTONG UTARA	493	108	336	41	8	8		111	5	336	41	108	2			336	47
9	BANDAR PLENTONG SELATAN	4524	1647	1949	765	162	113	49	1657	103	1949	814	1650	96	1	1	1949	826
10	TAMAN SAUJANA	2800	2508	45	15	232	21	211	2516	13	45	226	2513	10			45	232
11	PLENTONG	1268	749	190	222	107	80	27	758	71	190	249	751	58	7	1	190	261
12	MASAI	4673	1820	1284	724	845	737	108	2504	53	1284	832	1829	32	13	2	1284	1513
13	TERATAI	2438	512	1783	109	33	19	14	516	15	1783	123	513	5	4		1783	132
14	KEEMBONG	4548	772	3419	322	35	21	14	777	16	3419	336	772	7	9	1	3419	340
15	SERI ALAM	3349	1371	1203	568	207	173	34	1419	125	1203	602	1379	98	12	6	1203	651
16	MOLEK HARMONI	4210	1833	2093	155	129	24	105	1842	15	2093	260	1836	2	6	2	2093	271
17	TASEK SERI ALAM	3818	1989	888	559	382	314	68	2229	74	888	627	1994	72	11	4	888	849
18	BELANTIK	2418	2145	185	20	68	16	52	2153	8	185	72	2149	3			185	81
19	SRI AMAR	1845	1216	513	80	36	15	21	1224	7	513	101	1218	2	1		513	111
