kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI PENAGA	1367	629	720	13	5	1	4	626	4	720	17	629				720	18
2	SUNGAI BUAYA	2488	2477	5	4	2	1	1	2469	9	5	5	2477				5	6
3	NIBUNG	705	686	16	1	2	1	1	684	3	16	2	686				16	3
4	BUKIT CATAK	4186	4147	15	15	9	2	7	4145	4	15	22	4147	2			15	22
5	ALUR TEMBESU	2314	2271	27	7	9	1	8	2264	8	27	15	2271				27	16
6	KAMPUNG MOLEK	1450	1409	26	11	4		4	1404	5	26	15	1409				26	15
7	TANAH LOT	1551	1463	70	9	9	4	5	1458	9	70	14	1463	2			70	16
8	TELUK LIPAT	795	668	120	1	6	1	5	666	3	120	6	668				120	7
9	SURA GATE	1910	1611	282	11	6		6	1599	12	282	17	1611				282	17
10	SURA UTARA	2072	1783	268	11	10	1	9	1781	3	268	20	1783	1			268	20
11	PADANG JAMBU	1190	1179	2	5	4	1	3	1178	2	2	8	1179	1			2	8
12	SURA TENGAH	4733	4602	107	10	14	6	8	4602	6	107	18	4602	1	1		107	22
