kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PENAGA	19089	17518	1432	92	47	22	25	17511	29	1432	117	17521	3	2		1432	131
2	BERTAM	18378	12437	4188	1672	81	53	28	12445	45	4188	1700	12440	10	7	1	4188	1732
3	PINANG TUNGGAL	23056	17475	4674	840	67	29	38	17473	31	4674	878	17483	4	1		4674	894
