kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	FELDA JERANGAU	3323	3312	2		9	2	7	3308	6	2	7	3312		1		2	8
2	NERANG	846	827	13		6	3	3	826	4	13	3	827			1	13	5
3	TEPUS	300	300			0			299	1			300					
4	DENDANG	786	785			1	1		785	1			785					1
5	BUKIT BESI	2658	2626	4	10	18	8	10	2622	12	4	20	2629		1		4	24
6	AL-MUKTAFI BILLAH SHAH	3755	3712	6	6	31	8	23	3716	4	6	29	3714	1			6	34
7	KUALA JENGAI	930	928	1	1	0			927	1	1	1	928				1	1
8	PASIR RAJA	406	405		1	0			401	4		1	405					1
9	SHUKOR	351	351			0			350	1			351					
10	JONGOK BATU	336	333	2		1		1	333		2	1	333				2	1
11	LINTANG	321	318			3		3	318			3	318					3
12	MINDA	481	479			2	2		480	1			479					2
