kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	R PANGSA SRI PULAU PINANG BLK 10	128	72	34	22	0			72		34	22	72				34	22
2	R PANGSA SRI PULAU PINANG BLK 11	244	130	95	16	3	2	1	131	1	95	17	131	1			95	17
3	R PANGSA SRI PULAU PINANG BLK 12	203	155	34	14	0			154	1	34	14	155				34	14
4	LORONG IKAN EMAS 3C	49	13	29	7	0			13		29	7	13				29	7
5	LORONG IKAN EMAS 4	398	97	205	90	6		6	97		205	96	97				205	96
6	LORONG IKAN EMAS 4D	30	3	21	6	0			3		21	6	3				21	6
7	LORONG IKAN EMAS 5	321	121	153	45	2	1	1	120	2	153	46	121	1			153	46
8	LORONG IKAN EMAS 5E	53	11	41	1	0			11		41	1	11				41	1
9	LORONG IKAN EMAS C	6	1	5		0			1		5		1				5	
10	LORONG IKAN EMAS B	1		1		0					1						1	
11	LORONG IKAN EMAS D	10		9	1	0					9	1					9	1
12	LORONG IKAN EMAS 5D	6	4	2		0			4		2		4				2	
13	R PANGSA SRI PULAU PINANG BLK 13	151	132	14	5	0			131	1	14	5	132				14	5
14	R PANGSA SRI PULAU PINANG BLK 14	202	140	50	8	4	1	3	140	1	50	11	140				50	12
15	R PANGSA SRI PULAU PINANG BLK 15	161	91	51	17	2	1	1	92		51	18	91				51	19
16	R PANGSA SRI PULAU PINANG BLK 16	145	84	39	19	3		3	83	1	39	22	84				39	22
17	JALAN IKAN EMAS 1	45	16	20	9	0			16		20	9	16				20	9
18	JALAN IKAN EMAS 2	24	6	16	2	0			6		16	2	6				16	2
19	JALAN IKAN EMAS 3	22	6	13	3	0			6		13	3	6				13	3
20	JALAN IKAN EMAS 5	19	4	12	3	0			4		12	3	4				12	3
21	LORONG IKAN EMAS	93	11	61	20	1		1	11		61	21	11				61	21
22	LORONG IKAN EMAS 1	351	162	106	81	2	1	1	163		106	82	162				106	83
23	LORONG IKAN EMAS 1A	21	11	10		0			11		10		11				10	
24	LORONG IKAN EMAS 2	402	180	158	60	4		4	179	1	158	64	180				158	64
25	LORONG IKAN EMAS 2B	58	1	52	5	0			1		52	5	1				52	5
26	LORONG IKAN EMAS 3	367	105	170	90	2		2	105		170	92	105				170	92
27	LORONG IKAN EMAS A	6	3	3		0			3		3		3				3	
28	LORONG IKAN EMAS E	4	2	2		0			2		2		2				2	
29	JALAN IKAN EMAS 4	17		15	2	0					15	2					15	2
