kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PEKAN CHAAH	269	45	201	21	2		2	43	2	201	23	45				201	23
2	RUMAH RAKYAT	125	21	81	22	1		1	21		81	23	21				81	23
3	JLN FACTORY	60	2	17	41	0			2		17	41	2				17	41
4	JLN HYLAM	44		43	1	0					43	1					43	1
5	JLN WATO SELT	14	4	8	2	0			4		8	2	4				8	2
6	JLN OTHMAN	157	16	139	2	0			16		139	2	16				139	2
7	JLN YEW CHOR	57		57		0					57						57	
8	JLN YACOB	21	7	13	1	0			7		13	1	7				13	1
9	JLN YUNOS	188	50	107	31	0			50		107	31	50				107	31
10	JLN MERDEKA	65		54	11	0					54	11					54	11
11	TMN CHAAH	206	15	165	26	0			15		165	26	15				165	26
12	JLN GEORGE	18		18		0					18						18	
13	JLN LEONG YEW CHOR	3		3		0					3						3	
14	JLN DATO SETH	114	33	50	31	0			33		50	31	33				50	31
15	TMN KEMAKMURAN	57	2	30	25	0			2		30	25	2				30	25
16	TMN SOON CHEONG	181	1	153	27	0			1		153	27	1				153	27
17	JLN ORKID	22	5	13	4	0			5		13	4	5				13	4
18	JLN KENANGA	7	2	1	4	0			2		1	4	2				1	4
19	JALAN MADRAS	13	1	3	9	0			1		3	9	1				3	9
20	JLN SIANTAN	5		2	3	0					2	3					2	3
21	LG 6	22		22		0					22						22	
22	JLN SERI PAGI	3			3	0						3						3
801	PENGUNDI TIDAK HADIR	3		3		0					3						3	
