kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SEK REN CHONG CHEE ULU YAM LAM	2		2		0					2						2	
2	KAMPONG HILIR KALONG	155	150			5		5	149	1		5	150					5
3	KAMPONG KALONG TENGAH	224	217		2	5	1	4	218			6	217	1				6
4	KAMPONG MASJID	22	21			1		1	21			1	21					1
5	KAMPONG PADANG	121	121			0			121				121					
6	KAMPONG SUNGAI KAMIN	418	406	5	3	4		4	405	1	5	7	406				5	7
7	JALAN BESAR	36	7	28	1	0			7		28	1	7				28	1
8	SEKOLAH KEBANGSAAN	5	3	1	1	0			3		1	1	3				1	1
9	LADANG SUNGAI REMOK	4	3	1		0			3		1		3				1	
10	BAREK POLIS	6	4		2	0			4			2	4					2
11	LADANG KUALA KUBU	71	2	3	66	0			1	1	3	66	2				3	66
12	TAMAN JAYA ULU YAM BARU	28	27	1		0			27		1		27				1	
13	KAMPONG SETIA	32	31		1	0			31			1	31					1
14	KG BATU BALANG	13	12		1	0			12			1	12					1
15	KG LEKOK	27	27			0			27				27					
16	LADANG SUNGEI REMOK	4		2	2	0					2	2					2	2
17	TMN DESA PATIN	99	10	89		0			10		89		10				89	
