kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN TUKANG BESI	139		139		0					139						139	
2	LRG HANG JEBAT	210		170	40	0					170	40					170	40
3	JLN LEKIU	158		158		0					158						158	
4	JLN TUKANG EMAS	130	5	125		0			5		125		5				125	
5	JLN HANG JEBAT SS 13	216	1	211	3	1		1	1		211	4	1				211	4
6	KG DUA	70	42	28		0			42		28		42				28	
7	JLN KG HULU	286	11	275		0			11		275		11				275	
8	KG TIGA	37		37		0					37						37	
9	JLN KUBU SS 9	52		50	1	0					50	1					50	1
10	JLN MASJID	74	17	54	2	1	1		18		54	2	17				54	3
11	JLN PORTUGIS	41		38	2	1		1			38	3					38	3
12	JLN HANG KASTURI	236	1	235		0			1		235		1				235	
13	JLN TOKONG	341	5	335	1	0			5		335	1	5				335	1
14	LRG JAMBATAN	54		54		0					54						54	
15	JLN KG KULI	138		137	1	0					137	1					137	1
16	JLN KG PANTAI	283	2	275	6	0				2	275	6	2				275	6
17	QRS BOMBA JLN KUBU	16	11	1	4	0			11		1	4	11				1	4
