kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI DARAH	1596	675	54	859	8		8	675		54	867	675				54	867
2	BESTARI JAYA SELATAN	1557	184	515	852	6	5	1	184	5	515	853	185	3			515	854
3	JAYA SETIA	1712	1626	6	63	17	2	15	1625	3	6	78	1626				6	80
4	BUKIT BADONG	3121	2566	76	467	12	2	10	2565	3	76	477	2566	1			76	478
5	KAMPUNG IJOK	783	714	17	46	6	1	5	714	1	17	51	715				17	51
6	PEKAN IJOK	4097	1983	1349	735	30	7	23	1983	7	1349	758	1984		1		1349	763
7	SIMPANG IJOK	1846	1208	421	200	17	4	13	1210	2	421	213	1208	1			421	216
8	BESTARI JAYA UTARA	3992	671	810	2502	9	6	3	671	6	810	2505	671			1	810	2510
9	LADANG BUKIT IJOK	140	1		139	0			1			139	1					139
10	PARIT MAHANG	1657	1636	3	2	16	5	11	1640	1	3	13	1637	1			3	16
11	BUKIT CHERAKAH	2572	2500	11	40	21	3	18	2501	2	11	58	2500				11	61
