kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TINGKAT BINJAI 2	82	2	77	2	1		1	2		77	3	2				77	3
2	TINGKAT BINJAI 6	126		120	6	0					120	6					120	6
3	LORONG BINJAI 5	86		82	4	0					82	4					82	4
4	LORONG BINJAI 7	132		121	11	0					121	11					121	11
5	MEDAN BINJAI KECHIL	84	3	78	3	0			3		78	3	3				78	3
6	LORONG BINJAI 9	77		76	1	0					76	1					76	1
7	LORONG BINJAI 11	37		36	1	0					36	1					36	1
8	LORONG BINJAI 15	38		37	1	0					37	1					37	1
9	JALAN BINJAI 1	10		10		0					10						10	
10	LEBUH BINJAI 1	259		243	16	0					243	16					243	16
11	MEDAN BINJAI	128		125	3	0					125	3					125	3
12	SOLOK BINJAI 8	27		21	6	0					21	6					21	6
13	TINGKAT BINJAI 4	128		125	3	0					125	3					125	3
14	TINGKAT BINJAI 24	26		22	3	1		1			22	4					22	4
15	TINGKAT BINJAI 8	38	1	34	2	1		1	1		34	3	1				34	3
16	TINGKAT BINJAI 10	108	4	97	7	0			4		97	7	4				97	7
17	SOLOK BINJAI 7	42	1	40	1	0			1		40	1	1				40	1
18	LINTANG BINJAI	145		135	6	4		4			135	10					135	10
19	JALAN BINJAI	298		295	3	0					295	3					295	3
20	LEBUH BINJAI 2	247		241	6	0					241	6					241	6
21	TINGKAT BINJAI 14	109		109		0					109						109	
22	LORONG BINJAI 13	35		29	6	0					29	6					29	6
23	LORONG BINJAI 1	26		25	1	0					25	1					25	1
24	TINGKAT BINJAI 12	86		86		0					86						86	
25	SOLOK BINJAI 5	22		19	3	0					19	3					19	3
26	TINGKAT BINJAI 22	74		73	1	0					73	1					73	1
27	TINGKAT BINJAI 34	46		45	1	0					45	1					45	1
28	LEBUH BINJAI 3	73		66	7	0					66	7					66	7
29	TINGKAT BINJAI	12		12		0					12						12	
30	LENGKOK BINJAI	26		20	6	0					20	6					20	6
31	TAMAN BINJAI	75	1	73	1	0			1		73	1	1				73	1
32	LBH BINJAI	7		7		0					7						7	
33	SOLOK BINJAI 3	26		26		0					26						26	
34	TINGKAT BINJAI 36	68		66	1	1		1			66	2					66	2
35	TINGKAT BINJAI 16	137		136	1	0					136	1					136	1
36	TINGKAT BINJAI 1	1		1		0					1						1	
37	SOLOK BINJAI 1	24		22	2	0					22	2					22	2
38	TINGKAT BINJAI 26	31		31		0					31						31	
39	SOLOK BINJAI 6	14		14		0					14						14	
40	TINGKAT BINJAI 28	14		14		0					14						14	
41	LORONG BINJAI 3	34		34		0					34						34	
42	TINGKAT BINJAI 20	37		36	1	0					36	1					36	1
43	SOLOK BINJAI 2	18		16	2	0					16	2					16	2
44	TKT BINJAI 30	12		12		0					12						12	
45	TINGKAT BINJAI 18	37		34	2	1	1			1	34	2					34	3
46	LORONG BINJAI 2	9		9		0					9						9	
47	LORONG BINJAI 10	2		2		0					2						2	
48	SOLOK BINJAI 4	27		26	1	0					26	1					26	1
49	TINGKAT BINJAI 32	7	1	5	1	0			1		5	1	1				5	1
