kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LOK HENG BARAT	2437	2419	2	8	8	3	5	2421	1	2	13	2419	1			2	15
2	LOK HENG TIMUR	2290	2273	2	5	9	3	6	2276		2	11	2273	1	1		2	12
3	LOK HENG SELATAN	1897	1891	2		4	2	2	1890	3	2	2	1891	1			2	3
4	KOTA KECHIL TIMOR	1730	378	1260	87	5		5	374	4	1260	92	378				1260	92
5	KOTA KECHIL BARAT	1087	606	408	40	33	26	7	610	22	408	47	609	6	1	2	408	61
6	BUKIT KERAJAAN	1144	802	202	121	19	4	15	804	2	202	136	804	1			202	137
7	JALAN MAWAI	1906	470	1283	108	45	4	41	471	3	1283	149	470	1			1283	152
8	TEMBIOH	596	326	243	17	10	1	9	323	4	243	26	326	1			243	26
9	KAMPONG MAKAM	1453	1149	158	100	46	6	40	1149	6	158	140	1150	3			158	142
10	FELDA PASAK	1926	1836	3	76	11	2	9	1837	1	3	85	1836				3	87
11	AIR TAWAR 3	2916	2897	1	4	14	1	13	2895	3	1	17	2897		1		1	17
12	AIR TAWAR 2	4221	4180	5	12	24	8	16	4180	8	5	28	4180	1	1		5	34
13	PANCHOR	380	343	10	26	1		1	341	2	10	27	343				10	27
14	JOHOR LAMA	223	209	2	9	3	1	2	209	1	2	11	209				2	12
15	PEKAN TELOK SENGAT	736	398	278	52	8	7	1	399	6	278	53	398	3	1		278	56
16	TELOK SENGAT	279	200	24	47	8		8	200		24	55	200				24	55
