kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SRI PERANTAU	1222	782	13	419	8	3	5	784	1	13	424	783				13	426
2	KG KERETAPI	726	547	7	157	15	5	10	551	1	7	167	547		1		7	171
3	KG SRI CAHAYA	121	82		31	8	3	5	85			36	82			1		38
4	P/PURI SERI PERANTAU	774	493	7	255	19	4	15	494	3	7	270	493				7	274
5	P`PURI SERI PERANTAU BLK C	160	102		58	0			102			58	102					58
6	BLOK G SERI PERANTAU	108	106			2		2	106			2	106					2
7	BLK 16 SRI PERANTAU	4	4			0			4				4					
8	BLOK 15 SRI PERANTAU	4	4			0			4				4					
9	BLOK I SRI PERANTAU	63	35		28	0			35			28	35					28
10	BLOK D SERI PERANTAU	108	54		51	3		3	54			54	54					54
11	BLOK B P/PURI SRI PERANTAU	110	70		36	4		4	70			40	70					40
12	BLOK H SRI PERANTAU	93	43		46	4	1	3	43	1		49	43					50
