kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN TUN ABDUL RAZAK	1069	802	212	29	26	1	25	803		212	54	803				212	54
2	LEMBAH JAYA UTARA	2600	2200	19	92	289	9	280	2202	7	19	372	2201		1		19	379
3	TAMAN KOSAS	3447	2035	839	473	100	53	47	2081	7	839	520	2042	5	1	1	839	559
4	BUKIT INDAH JALAN 1 & 2	3363	2003	1045	253	62	16	46	2011	8	1045	299	2004	5			1045	309
5	SERI WATAN	2550	1129	893	451	77	4	73	1131	2	893	524	1129				893	528
6	SERI AMPANG	1308	758	339	184	27	4	23	761	1	339	207	758	1		1	339	209
7	BUKIT AMPANG	3036	1832	790	378	36	7	29	1835	4	790	407	1833				790	413
8	TASIK TAMBAHAN UTARA	2863	1761	746	299	57	8	49	1767	2	746	348	1762	1			746	354
9	AMPANG CAMPURAN JALAN IKAN EMAS	2350	525	1561	212	52	3	49	526	2	1561	261	525	1			1561	263
10	LEMBAH JAYA SELATAN	2787	2295	93	205	194	8	186	2296	7	93	391	2295		2		93	397
11	KAMPUNG TENGAH LEMBAH JAYA	1197	1041	13	77	66	4	62	1042	3	13	139	1042		2		13	140
12	TAMAN AMPANG INDAH	3565	2486	619	385	75	20	55	2503	3	619	440	2492	3	1		619	450
13	TAMAN RASMI JAYA	1434	930	367	117	20	5	15	934	1	367	132	930		3		367	134
14	TASIK TAMBAHAN SELATAN	4841	3698	652	403	88	9	79	3702	5	652	482	3698	1	1		652	489
15	KAMPUNG AMPANG INDAH	3390	2036	489	545	320	11	309	2044	3	489	854	2037	2	1		489	861
16	TAMAN MULIA JAYA	1264	512	278	241	233	11	222	518	5	278	463	513	2	1		278	470
17	AMPANG CAMPURAN JALAN IKAN JELAWAT	2232	821	584	702	125	11	114	827	5	584	816	821		2		584	825
18	BUKIT INDAH JALAN 3	1904	1063	665	128	48	20	28	1075	8	665	156	1063	3	1	2	665	170
