kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN BAKAU CHONDONG	66	2	63	1	0			2		63	1	2				63	1
2	JALAN MOHD AKIL	251	26	222	2	1		1	26		222	3	26				222	3
3	JALAN ZABEDAH	46	15	30	1	0			15		30	1	15				30	1
4	JLN REBANA TMN SEJAHTERA	16	1	15		0			1		15		1				15	
5	JALAN ZABEDAH BARAT	18	3	15		0			3		15		3				15	
6	JALAN MUSTAFFA	749	119	615	8	7	3	4	118	4	615	12	119		3		615	12
7	JALAN LUDIN	46	6	40		0			6		40		6				40	
9	JALAN PUAY ENG	8		8		0					8						8	
10	JALAN NANGKA	6	6			0			6				6					
11	JLN TABLA TMN SEJAHTERA	20		19	1	0					19	1					19	1
12	JLN SERULING TMN SEJAHTERA	98	24	63	9	2		2	24		63	11	24				63	11
13	JLN HALIA TMN SEJAHTERA	28	12	16		0			11	1	16		12				16	
14	JLN KUNYIT TMN SEJAHTERA	13		13		0					13						13	
15	JLN LENGAS TMN SEJAHTERA	30	8	22		0			8		22		8				22	
16	JLN KESOM TMN SEJAHTERA	11		11		0					11						11	
17	JLN SERUNAI TMN SEJAHTERA	26		26		0					26						26	
18	JLN PERAGA	32		32		0					32						32	
19	JLN LAYUR	1	1			0			1				1					
20	TMN SEJAHTERA	47	16	24	4	3		3	15	1	24	7	16				24	7
21	JALAN PUAY ENG	9		9		0					9						9	
