kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BATU PUTIH	585	582		1	2	2		584			1	583					2
2	FELDA KERTIH 6	2728	2722	2		4	3	1	2724	1	2	1	2723				2	3
3	KAMPUNG RANGGON	1198	1180		10	8		8	1180			18	1180					18
4	KUALA KERTIH	2132	2090	8	19	15	8	7	2094	4	8	26	2097				8	27
5	PEKAN KERTIH	2914	2764	124	7	19	7	12	2762	9	124	19	2766	2	1		124	21
6	KEMASIK	1625	1555	55	4	11	3	8	1553	5	55	12	1555	3			55	12
7	PEKAN AIR JERNIH	1588	1085	492	3	8	1	7	1082	4	492	10	1086				492	10
8	FELDA KERTIH 5	2282	2276		1	5	1	4	2277			5	2276					6
9	CHABANG	1007	983	2		22	2	20	984	1	2	20	983		1		2	21
10	TOK KAYA	2629	2581	17	4	27	3	24	2572	12	17	28	2581	2			17	29
11	RANTAU PETRONAS	3444	3369	25	25	25	15	10	3378	6	25	35	3374	3			25	42
