kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN BKT ASSEK 2	784	1	759		24	24		1	24	759		1	23		1	759	
2	JLN AMOY	514	5	488		21	21		3	23	488		5	18	1	2	488	
3	JLN KAPOR	1002	6	986		10	10		6	10	986		6	8		2	986	
4	JLN UK DAIK	99	3	96		0			2	1	96		3				96	
5	JLN JONG KONG	131	1	125		5	5		1	5	125		1	5			125	
6	JLN CHENGAL	42		35		7	7		1	6	35			7			35	
7	LRG RHU	117		114		3	3		1	2	114			3			114	
8	JLN TEO CHANG LOH	19		17		2	2			2	17			2			17	
9	BUKIT ASSEK RD(1)	788	4	769		15	15		4	15	769		4	13	1	1	769	
10	CHUNG SING SCHOOL	4		4		0					4						4	
