kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PONDOK HAJI MAJID	1782	1389	329	59	5	1	4	1383	7	329	63	1389				329	64
2	TAMAN SRI WANGSA	2240	1529	643	61	7	1	6	1527	3	643	67	1529				643	68
3	PONDOK HAJI HUSSEIN	1809	1592	180	35	2		2	1585	7	180	37	1592				180	37
4	TITI TERAS	782	777	3		2	2		778	1	3		777				3	2
5	TEROI	1699	1487	207	1	4	1	3	1486	2	207	4	1487				207	5
6	TITI SERONG	1230	1124	102		4	1	3	1125		102	3	1124				102	4
7	KUALA YAN KECHIL	1148	1088	57	3	0			1087	1	57	3	1088				57	3
8	PEKAN SUNGAI YAN	1725	1287	425	7	6	1	5	1284	4	425	12	1287				425	13
9	SUNGAI UDANG	1905	1890	12	1	2	2		1892		12	1	1891				12	2
10	SINGKIR DARAT	1464	1399	60	2	3	3		1397	5	60	2	1400				60	4
11	KAMPUNG ACHEH	1266	1260	4	1	1		1	1256	4	4	2	1260				4	2
12	LUBOK BUOY	569	562	7		0			561	1	7		562				7	
13	PEKAN YAN	2244	2085	132	19	8	8		2079	14	132	19	2086	2			132	24
14	SUNGAI RAGA	1234	1231		2	1	1		1231	1		2	1231					3
15	RUAT	827	824	1	1	1	1		824	1	1	1	824			1	1	1
16	SINGKIR LAUT	722	685	34	2	1	1		685	1	34	2	685		1		34	2
