kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN HELANG KEPONG BARU(GENAP)	30		22	8	0					22	8					22	8
2	PERSIARAN MERGASTUA KEPONG BARU (JLN 56)	167		147	20	0					147	20					147	20
3	JALAN KELICAP KEPONG BARU (JLN 58)	89		84	5	0					84	5					84	5
4	JALAN CAMAR KEPONG BARU (JLN 60)	139		139		0					139						139	
5	LORONG BELIBIS 1 KEPONG BARU (JLN 62)	52		44	8	0					44	8					44	8
6	LORONG BELIBIS 2 KEPONG BARU (JLN 64)	71		68	3	0					68	3					68	3
7	LORONG BELIBIS KEPONG BARU (JLN 67)	59		56	3	0					56	3					56	3
8	LORONG MERGASTUA KEPONG BARU (JLN 69)	106		103	3	0					103	3					103	3
9	JALAN PELANDUK KEPONG BARU (JLN 71)	244		227	17	0					227	17					227	17
10	JALAN CHIAK PADANG KEPONG BARU (JLN 72)	108		97	11	0					97	11					97	11
11	JALAN BANGAU KEPONG BARU (JLN 73)	257		239	18	0					239	18					239	18
12	JALAN CHIAK PADI KEPONG BARU (JLN 74)	116		108	8	0					108	8					108	8
13	LORONG CAMAR KEPONG BARU (JLN 75)	18		18		0					18						18	
14	LORONG BANGAU KEPONG BARU (JLN 76)	174	5	150	19	0			5		150	19	5				150	19
15	JALAN BUBUT KEPONG BARU (JLN 77)	157		153	4	0					153	4					153	4
16	LORONG BANGAU 1 KEPONG BARU (JLN 78)	68		67	1	0					67	1					67	1
17	JALAN BELABAS KEPONG BARU (JLN 79)	380	2	360	15	3	1	2	2	1	360	17	2	1			360	17
18	LORONG BEBEREK 1 KEPONG BARU (JLN 80)	49	1	47	1	0			1		47	1	1				47	1
19	JALAN BEBEREK KEPONG BARU (JLN 81)	158		154	3	1	1		1		154	3					154	4
20	LORONG BEBEREK 3 KEPONG BARU (JLN 82)	50		49	1	0					49	1					49	1
21	LORONG BEBEREK 2 KEPONG BARU (JLN 83)	34		33		1		1			33	1					33	1
22	LORONG BEBEREK 4 KEPONG BARU (JLN 84)	92		88	4	0					88	4					88	4
23	LORONG BEBARAU KEPONG BARU (JLN 85)	94		94		0					94						94	
24	LORONG BELABAS 1 KEPONG BARU (JLN 86)	45		40	5	0					40	5					40	5
25	PERSIARAN MERGASTUA KEPONG BARU (JLN 87)	60		58	2	0					58	2					58	2
26	LORONG BELABAS 2 KEPONG BARU (JLN 88)	35		35		0					35						35	
27	JALAN CHIAK RAYA KEPONG BARU (JLN 89)	81		66	14	1		1			66	15					66	15
28	JALAN CHIAK TANAH KEPONG BARU (JLN 91)	38		38		0					38						38	
29	JALAN CHIAK KEPONG BARU (JLN 93)	81		76	2	3		3			76	5					76	5
30	LORONG BELIBIS 4 KEPONG BARU (JLN 95)	51		50	1	0					50	1					50	1
31	LORONG BELIBIS 3 KEPONG BARU (JLN 97)	26		26		0					26						26	
32	JALAN 36 TAMAN KEPONG	172		165	7	0					165	7					165	7
33	JALAN 37 TAMAN KEPONG	149		145	4	0					145	4					145	4
34	JALAN 38 TAMAN KEPONG	36		34	1	1		1			34	2					34	2
35	JALAN 39 TAMAN KEPONG	30		29	1	0					29	1					29	1
