kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BT 20 JERAM	558	491	32	23	12	2	10	492	1	32	33	492				32	34
2	BT 21 JERAM	150	142	4	3	1		1	142		4	4	142				4	4
3	BT 21 SG BULUH	160	134	16	5	5	1	4	135		16	9	134				16	10
4	JLN DATOK KARIM	65	64			1		1	64			1	64					1
5	JLN DATOK SULAIMAN	118	116		1	1	1		116	1		1	116					2
6	JLN RAJA ABDULLAH	436	178	111	144	3	1	2	179		111	146	179				111	146
7	JLN TAMBAK TENGAH	183	181			2		2	181			2	181					2
8	JLN TAQWA	13	12		1	0			12			1	12					1
9	PUSAT KESIHATAN JERAM	17	17			0			17				17					
10	TMN KELISA	54	4	48	2	0			4		48	2	4				48	2
11	TMN BUKIT JERAM	76	53	10	12	1		1	53		10	13	53				10	13
12	QRTS JKR	3	2		1	0			2			1	2					1
13	TMN SRI PERTAMA	251	12	157	80	2		2	12		157	82	12				157	82
