kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BUIT	1462	42	69	2	1349	1329	20	117	1254	69	22	42	8			69	1343
2	GUUNSING	841	8	105	7	721	703	18	46	665	105	25	8	4		1	105	723
3	PENAMPANG UTARA	3508	191	664	31	2622	2573	49	401	2363	664	80	195	24	10	4	664	2611
4	NAMBAZAN	1914	45	159	6	1704	1668	36	120	1593	159	42	46	4	3	2	159	1700
5	KURAI	797	7	65	3	722	717	5	34	690	65	8	7	2	2	1	65	720
6	LIMBANAK	2839	58	116	4	2661	2632	29	138	2552	116	33	58	8		3	116	2654
7	TERIAN	128	1			127	127		2	126			1					127
8	MOYOG	993	10	11	2	970	970		28	952	11	2	10	1			11	971
9	INOBONG	3963	68	219	13	3663	3601	62	177	3492	219	75	68	13	1	2	219	3660
10	TANAKI	1233	19	113	2	1099	1086	13	50	1055	113	15	19	4			113	1097
11	BUAYAN	152	3			149	149		3	149			3					149
12	LONGKOGUNGAN	134	3			131	131		3	131			3	1				130
13	BABAGON	1492	37	20		1435	1415	20	50	1402	20	20	37	3			20	1432
