kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN JASA 1 - 26 TMN JASA	552	501	23	24	4		4	500	1	23	28	501				23	28
2	JLN LRG JU - TMN JASA UTAMA	1031	775	16	234	6		6	774	1	16	240	775				16	240
3	KRTS JBA	5	1		4	0			1			4	1					4
4	TAMAN JASA	3	3			0			3				3					
5	JLN JASA 1	22	20		1	1		1	20			2	20					2
6	JLN JASA 2	20	20			0			20				20					
7	JLN JASA 4	29	29			0			29				29					
8	JLN JASA 5	8		8		0					8						8	
9	JLN JASA 6	25	25			0			25				25					
10	JLN JASA 8	16	16			0			16				16					
11	JLN JASA 12	23	15		5	3		3	15			8	15					8
12	JLN JASA 14	18	18			0			18				18					
13	JLN JASA 16	3	3			0			3				3					
14	JLN JASA 22	10	10			0			10				10					
15	JLN JASA 24	10	10			0			10				10					
16	JLN JASA 25	58	49		2	7		7	49			9	49					9
17	JLN JASA UTAMA	33	26		6	1		1	26			7	26					7
18	JLN JU 2	5	5			0			5				5					
19	JLN JU 4	25	25			0			25				25					
20	JLN JU 6	32	30			2		2	30			2	30					2
21	JLN JU 8	15	15			0			15				15					
22	JLN JU 9	20	14		5	1		1	14			6	14					6
23	JLN JU 10	21	21			0			21				21					
24	JLN JU 12	40	30		10	0			30			10	30					10
25	LRG JU 5/1	23	19		3	1		1	19			4	19					4
26	JLN JU 5	31	20		11	0			20			11	20					11
27	JLN JU 5/3	25	4		19	2		2	4			21	4					21
28	JLN JU 5/5	9	5		4	0			5			4	5					4
29	JLN JU 7	26	17		8	1		1	17			9	17					9
30	JLN JU 14	35	2	2	31	0			2		2	31	2				2	31
31	JLN JU 1	4			4	0						4						4
32	TMN JASA PERWIRA	157	119	12	20	6		6	119		12	26	119				12	26
